number,word,example
10014,anesthetic,"While I appreciate the offer, I'd rather not take any anesthetic; I want to be fully aware during the procedure."
10015,cardiovascular,Regular exercise is crucial for maintaining good cardiovascular health.
10015,cardiovascular,The doctor recommended a low-sodium diet to improve my cardiovascular function.
10015,cardiovascular,Smoking is a major risk factor for cardiovascular disease.
10015,cardiovascular,She's been working hard to improve her cardiovascular endurance by running every day.
10015,cardiovascular,The study investigated the effects of the new drug on cardiovascular outcomes in patients with diabetes.
10016,clot,The doctor was concerned about a blood clot forming in his leg after the surgery.
10016,clot,"I tried to pour the paint, but it had thickened and formed a clot in the can."
10016,clot,She was given medication to help prevent blood clots during her long flight.
10016,clot,The nurse gently removed the clot of blood from the wound before applying a fresh bandage.
10016,clot,"He described the accident scene as a clot of traffic, with cars backed up for miles."
10017,boisterous,The boisterous crowd cheered wildly as the home team scored the winning goal.
10017,boisterous,We had to move to a different table because the group next to us was being too boisterous.
10017,boisterous,"Despite the teacher's efforts, the classroom remained boisterous and unruly."
10017,boisterous,The puppy's boisterous energy was exhausting but also incredibly endearing.
10017,boisterous,"After a few drinks, the wedding reception became a boisterous celebration with everyone dancing and singing."
10018,booze,"After a long week at work, all I want to do is relax and have some booze with friends."
10018,booze,The company Christmas party is notorious for its free-flowing booze and questionable dance moves.
10018,booze,He swore off booze after realizing it was negatively impacting his health and relationships.
10018,booze,The police pulled him over on suspicion of driving under the influence of booze.
10018,booze,"Despite the celebratory atmosphere, the event organizers made sure to provide non-alcoholic options for those who didn't want any booze."
10019,clutter,I need to declutter my desk; it's covered in papers and old coffee cups.
10019,clutter,"The antique shop was charming, but the sheer amount of clutter made it difficult to appreciate anything."
10019,clutter,Too much visual clutter on a website can distract visitors from the main message.
10019,clutter,"Before the guests arrive, let's try to minimize the clutter in the living room."
10019,clutter,The excessive clutter in his mind prevented him from thinking clearly about the problem.
10020,disparate,The committee struggled to reconcile the disparate opinions of its members on the proposed policy change.
10020,disparate,"Despite their disparate backgrounds, the two friends found common ground in their shared love of music and adventure."
10020,disparate,"The data set contained disparate values, making it difficult to draw any meaningful conclusions."
10020,disparate,"My interests are quite disparate, ranging from astrophysics to ancient history."
10020,disparate,The CEO implemented a new strategy to unify the disparate divisions of the company and improve overall efficiency.
10021,coalesce,"The protesters began as separate groups, but they quickly coalesced into a unified movement."
10021,coalesce,"Over time, the small farming villages coalesced to form a larger, more prosperous town."
10021,coalesce,My scattered thoughts finally coalesced into a coherent plan of action.
10021,coalesce,"The droplets of water on the windowpane began to coalesce, forming larger streaks."
10021,coalesce,Different musical styles can coalesce to create exciting new genres.
10022,conglomerate,"The media conglomerate announced record profits this quarter, driven by its streaming service."
10022,conglomerate,My uncle works for a large financial conglomerate that invests in a variety of industries.
10022,conglomerate,"That small bookstore was bought out by a huge conglomerate, and now it's just another chain store."
10022,conglomerate,The government is investigating the conglomerate for potential antitrust violations and monopolistic practices.
10022,conglomerate,"Instead of relying on one supplier, we should diversify and work with several smaller companies to avoid being overly dependent on a single conglomerate."
10023,sliver,"A sliver of moon peeked through the clouds, barely illuminating the dark road."
10023,sliver,She got a sliver of glass stuck in her finger while washing the dishes.
10023,sliver,I only ate a sliver of cake because I'm trying to watch my weight.
10023,sliver,The detective found a sliver of evidence that could break the case wide open.
10023,sliver,He carved a thin sliver of wood from the block to test the sharpness of his knife.
10024,incendiary,The politician's incendiary rhetoric was clearly designed to incite anger and division among the voters.
10024,incendiary,Be careful when handling those chemicals; they are highly incendiary and could easily start a fire.
10024,incendiary,That blog post was incredibly incendiary; I'm surprised the comments section hasn't been shut down yet.
10024,incendiary,The band's new album features an incendiary mix of punk rock and political commentary.
10024,incendiary,His incendiary remarks at the meeting led to a heated argument and ultimately derailed the entire discussion.
10025,crackle,"The campfire began to crackle as we added more wood, filling the air with a comforting warmth."
10025,crackle,I love the crackle of vinyl records; it adds character to the music.
10025,crackle,"After a long silence, a nervous crackle came over the radio, followed by a faint voice."
10025,crackle,"The tension in the room was so thick, you could practically hear it crackle."
10025,crackle,"During the dry season, the leaves underfoot would crackle with every step, making it difficult to move silently through the forest."
10026,hepatitis,"After traveling abroad, she felt unwell and was diagnosed with hepatitis A, likely contracted from contaminated food."
10026,hepatitis,"The doctor explained that there are different types of hepatitis, some of which are viral and others caused by alcohol abuse."
10026,hepatitis,"Public health officials are working to increase vaccination rates against hepatitis B, especially among high-risk populations."
10026,hepatitis,"He's been dealing with chronic hepatitis C for years, but new treatments have significantly improved his prognosis."
10026,hepatitis,"I'm worried about my friend; his skin has a yellowish tint, which could be a sign of jaundice related to hepatitis."
10027,debilitate,"The chronic pain began to debilitate her, making it difficult to perform even simple tasks."
10027,debilitate,"The flu can really debilitate you, so make sure you get plenty of rest and fluids."
10027,debilitate,"Years of mismanagement have served to debilitate the company, leaving it on the brink of bankruptcy."
10027,debilitate,"His anxiety disorder would often debilitate him, preventing him from attending social gatherings or work meetings."
10027,debilitate,The severe drought continued to debilitate the region's agricultural economy.
10028,obese,The doctor warned him that he was becoming obese and needed to change his diet and exercise habits.
10028,obese,"Childhood obesity is a growing concern, with more and more children classified as overweight or obese."
10028,obese,Studies have shown a strong correlation between consuming sugary drinks and becoming obese.
10028,obese,"While she wasn't thrilled with the label, she understood that her Body Mass Index placed her in the obese category."
10028,obese,The city council is implementing new programs to combat the rising rates of obese residents by promoting healthier lifestyles.
10029,patriarch,"The family patriarch, having lived a long and fulfilling life, passed away peacefully in his sleep."
10029,patriarch,"In many traditional societies, the patriarch holds significant power and authority over family matters."
10029,patriarch,"He was seen as the patriarch of the local jazz scene, having mentored countless young musicians over the years."
10029,patriarch,"After the company founder retired, his eldest son assumed the role of patriarch, guiding the business through a period of significant change."
10029,patriarch,The visiting religious leader was given the honorary title of patriarch in recognition of his decades of service to the community.
10030,deflate,The news of the company's losses seemed to deflate his enthusiasm for the project.
10030,deflate,Could you deflate the pool float after the party so we can store it easily?
10030,deflate,The politician's carefully constructed image began to deflate under the weight of the scandal.
10030,deflate,Seeing her disappointed face really deflated my hopes of winning the game.
10030,deflate,"To save on storage space, we need to deflate the air mattress before putting it back in the closet."
10031,predicament,"Finding himself without money or a place to stay, John was in quite a predicament."
10031,predicament,The company's predicament worsened as sales continued to decline despite their marketing efforts.
10031,predicament,I'm in a bit of a predicament – I promised to help two different friends move on the same day.
10031,predicament,"Faced with a rapidly approaching deadline and insufficient resources, the team found themselves in a difficult predicament."
10031,predicament,Her ethical predicament arose when she discovered her boss was engaging in fraudulent activity.
10032,boardroom,The tense atmosphere in the boardroom was palpable as the CEO presented the disappointing quarterly results.
10032,boardroom,I've scheduled a meeting in the boardroom for Tuesday morning to discuss the new marketing strategy.
10032,boardroom,He climbed the corporate ladder quickly and was finally invited to sit at the boardroom table.
10032,boardroom,The company's future was debated at length behind closed doors in the boardroom.
10032,boardroom,"She felt intimidated walking into the large, imposing boardroom for her interview with the executive team."
10033,degenerate,"The discussion quickly degenerated into a shouting match, with personal insults flying back and forth."
10033,degenerate,"Without proper exercise and a healthy diet, muscle tissue can degenerate over time."
10033,degenerate,The artist feared that his skills would degenerate if he didn't practice regularly.
10033,degenerate,"Some argue that modern society is starting to degenerate morally, with a decline in traditional values."
10033,degenerate,The old neighborhood has really degenerated; it's now plagued by crime and neglect.
10034,uproar,The controversial decision to cut funding for the arts caused an immediate uproar among artists and community members.
10034,uproar,"When the celebrity chef announced he was closing his flagship restaurant, it created an uproar on social media."
10034,uproar,The politician's insensitive remarks about immigrants sparked a public uproar and calls for his resignation.
10034,uproar,There was quite an uproar in the classroom when the teacher announced a pop quiz; nobody was prepared.
10034,uproar,"The sudden change in company policy regarding remote work led to an uproar amongst employees, many of whom threatened to quit."
10035,stockpile,"The squirrels are busy this fall, trying to stockpile enough nuts to get through the winter."
10035,stockpile,"After the announcement of the potential strike, many people began to stockpile essential groceries like bread and milk."
10035,stockpile,The government maintains a stockpile of strategic petroleum reserves to protect against disruptions in the global oil supply.
10035,stockpile,I need to go to the hardware store and stockpile some wood before the price increases kick in.
10035,stockpile,"The museum's archives contain a vast stockpile of historical documents, waiting to be properly cataloged and studied."
10036,deplete,Overfishing has severely depleted the cod stocks in the North Atlantic.
10036,deplete,The constant use of social media can deplete your mental energy and focus.
10036,deplete,"If we don't conserve water, we'll deplete our reserves much faster than expected."
10036,deplete,"The intense training regime depleted the athlete's energy levels, requiring a period of rest and recovery."
10036,deplete,"Years of mining have depleted the region's natural resources, leaving the land barren and unproductive."
10037,deport,The government threatened to deport him if he didn't comply with the immigration laws.
10037,deport,"After living in the country illegally for ten years, she was finally deported back to her country of origin."
10037,deport,"They are fighting to prevent the deportation of their neighbor, who has been a valuable member of the community."
10037,deport,The judge ruled that the man should be deported due to his conviction for multiple felonies.
10037,deport,I read an article about the complexities of deportation and how it affects families and communities.
10038,illicit,The police discovered an illicit drug operation hidden in the basement of the abandoned building.
10038,illicit,She was caught engaging in illicit activities and now faces serious consequences.
10038,illicit,"He gained access to the company's confidential files through illicit means, which is a clear breach of trust."
10038,illicit,"The couple carried on an illicit affair for years, jeopardizing their marriages and families."
10038,illicit,Downloading copyrighted material without permission is an example of illicit file sharing.
10039,ghetto,"Growing up, we lived in what some people considered a ghetto, but we made the best of it and built a strong community."
10039,ghetto,"The urban renewal project aimed to revitalize the neglected 'ghetto' areas of the city, but some residents felt it was more about displacement than improvement."
10039,ghetto,"He described the neighborhood as a 'ghetto' due to the high crime rate and lack of resources, but I think that's an unfair generalization."
10039,ghetto,"While the term 'ghetto' can be offensive, it's sometimes used colloquially to describe a low-budget, makeshift solution, like a 'ghetto' fix for my broken laptop screen."
10039,ghetto,The professor cautioned against using the term 'ghetto' in academic writing without careful consideration of its historical and social implications.
10040,depose,The military coup successfully deposed the corrupt president and installed a new leader.
10040,depose,"After a series of scandals, the board of directors moved to depose the CEO from his position."
10040,depose,"The witness was deposed for hours, answering questions about the events leading up to the accident."
10040,depose,Do you think the people will ever rise up and depose this tyrannical government?
10040,depose,"Rumors circulated that the king was about to be deposed by his own son, who was eager to take the throne."
10041,treason,"Some argue that leaking classified information to the press, even with good intentions, borders on treason."
10041,treason,"The penalty for treason is severe, often involving lengthy imprisonment or, in some countries, even the death penalty."
10041,treason,Benedict Arnold's name is synonymous with treason in American history due to his betrayal during the Revolutionary War.
10041,treason,"He was accused of treason after allegedly collaborating with the enemy during the war, providing them with vital intelligence."
10041,treason,I can't believe he'd stoop so low; betraying his own family like that feels like a personal act of treason.
10042,deportation,"The lawyer argued that deportation would tear the family apart, as the children were all US citizens."
10042,deportation,"After his conviction for drug trafficking, he faced immediate deportation back to his country of origin."
10042,deportation,The recent increase in immigration enforcement has led to a rise in deportation proceedings.
10042,deportation,"She lived in fear of deportation, knowing that her visa was about to expire and her asylum claim was denied."
10042,deportation,"The government defended its deportation policies, claiming they were necessary to protect national security."
10043,czar,The president appointed a new drug czar to combat the opioid crisis.
10043,czar,My mom is the czar of the kitchen; no one can cook in there without her permission.
10043,czar,We need a data czar to oversee the company's information governance and ensure compliance with privacy regulations.
10043,czar,"He acts like he's the czar of the office, telling everyone what to do, but he's just an intern."
10043,czar,The mayor is looking for a 'green czar' to lead the city's sustainability initiatives and reduce its carbon footprint.
10044,enactment,The enactment of the new environmental regulations is expected to significantly reduce pollution levels in the region.
10044,enactment,"Many citizens are eagerly awaiting the enactment of the healthcare bill, hoping it will improve access to affordable medical care."
10044,enactment,"The historical society organized a dramatic enactment of the town's founding, complete with costumes and props."
10044,enactment,"Despite the council's vote, the enactment of the proposed zoning changes has been delayed due to legal challenges."
10044,enactment,I'm worried that the enactment of stricter data privacy laws might make it more difficult for small businesses to operate online.
10045,devolve,The friendly debate quickly devolved into a shouting match.
10045,devolve,"If the central government is weakened, power will devolve to the regional authorities."
10045,devolve,"Without strong leadership, the project could easily devolve into chaos."
10045,devolve,Her responsibilities at work began to devolve as she neared retirement.
10045,devolve,The conversation seemed to devolve into personal attacks instead of addressing the actual issue.
10046,cartel,The government is trying to break up the drug cartel that controls most of the cocaine trade in the region.
10046,cartel,Several independent oil producers accused the major companies of acting as a cartel to keep prices artificially low.
10046,cartel,"Historians believe that the diamond industry was once largely controlled by a single cartel, De Beers."
10046,cartel,“Do you think these streaming services are just going to form a cartel and fix prices?” he asked during the discussion about the future of entertainment.
10046,cartel,"The cartel's influence extended far beyond the drug trade, infiltrating local politics and law enforcement."
10047,disband,"After years of struggling with internal conflicts, the band decided to disband and pursue solo projects."
10047,disband,The protest group agreed to disband once their demands were met by the city council.
10047,disband,The detective agency had to disband due to a lack of funding and experienced personnel.
10047,disband,I heard they're going to disband the committee after this final report is submitted; it seems redundant now.
10047,disband,"With the war officially over, the government announced plans to disband several military units."
10048,devaluation,The country's recent currency devaluation has made their exports more competitive on the global market.
10048,devaluation,Many economists believe that a gradual devaluation of the currency is necessary to stimulate economic growth.
10048,devaluation,The devaluation of the company's stock price caused widespread concern among investors.
10048,devaluation,I'm worried that the devaluation of my skills in the face of new technology will make it harder to find a job.
10048,devaluation,The constant criticism and lack of appreciation led to a complete devaluation of his self-worth.
10049,trooper,That old car is a real trooper; it's been running for over 20 years with minimal repairs.
10049,trooper,"The injured hiker was a trooper, enduring the pain and walking several miles to reach help."
10049,trooper,Our sales team has been working tirelessly all quarter; they're all real troopers.
10049,trooper,The state trooper pulled me over for speeding on the highway.
10049,trooper,"Despite the setbacks and challenges, she remained a trooper and never gave up on her dream."
10050,french,I'm taking a French class next semester to improve my language skills before my trip to Paris.
10050,french,She has a beautiful French bulldog named Coco who loves to play fetch in the park.
10050,french,"The restaurant's menu features a variety of classic French dishes, such as coq au vin and crème brûlée."
10050,french,The French ambassador delivered a formal statement regarding the recent trade agreement between the two countries.
10050,french,"Do you know how to make French toast from scratch, or do you just use a mix?"
10051,frigid,The frigid air stung my cheeks as I waited for the bus this morning.
10051,frigid,"Despite the warm fire, she remained frigid and unresponsive to his attempts at conversation."
10051,frigid,The relationship between the two countries has been frigid since the border dispute began.
10051,frigid,The weather forecast predicts a frigid weekend with temperatures dropping well below freezing.
10051,frigid,"After the power outage, the house quickly became frigid, forcing us to seek shelter elsewhere."
10052,apostle,"The professor argued that Marshall McLuhan was an apostle of the electronic age, predicting its profound impact on society."
10052,apostle,He became an apostle for environmental protection after witnessing the devastating effects of pollution firsthand.
10052,apostle,Some consider Paul the Apostle to be the most influential figure in the spread of early Christianity.
10052,apostle,"The company's new CEO is seen as an apostle of innovation, constantly pushing for groundbreaking ideas."
10052,apostle,"She traveled the world as an apostle for peace, advocating for non-violent conflict resolution in war-torn regions."
10053,emanate,A delicious aroma of freshly baked bread emanated from the kitchen.
10053,emanate,"Positive energy seemed to emanate from her, making everyone feel comfortable."
10053,emanate,The controversial policy decision emanated from the highest levels of government.
10053,emanate,Heat emanated from the engine even after it had been turned off.
10053,emanate,Rumors began to emanate from the company about potential layoffs.
10054,aura,"The old house had a strange aura about it, making me feel uneasy as I approached."
10054,aura,"Despite her fame, she maintained a humble aura, always approachable and kind to her fans."
10054,aura,The meditation session created an aura of peace and tranquility throughout the room.
10054,aura,He carries an aura of confidence that makes people immediately trust his judgment.
10054,aura,"The scandal seemed to tarnish the politician's aura of integrity, making it difficult for him to regain public support."
10055,embroil,"I tried to stay neutral, but I got embroiled in their argument anyway."
10055,embroil,The company found itself embroiled in a legal battle after the product malfunctioned.
10055,embroil,"She didn't want to get embroiled in office politics, so she kept to herself."
10055,embroil,The senator's comments embroiled him in a heated debate about immigration policy.
10055,embroil,He regretted getting embroiled with that shady business deal from the beginning.
10056,libel,The newspaper was sued for libel after printing false statements about the mayor's personal life.
10056,libel,She threatened to sue the website for libel when they published an article accusing her of fraud.
10056,libel,"He retracted the statement, hoping to avoid a libel lawsuit and the associated legal fees."
10056,libel,"Spreading rumors online can easily lead to accusations of libel, so be careful what you post."
10056,libel,"The comedian's jokes, while offensive to some, were protected under free speech and didn't constitute libel."
10057,entrench,"Years of corruption had entrenched a culture of bribery within the police department, making it difficult to reform."
10057,entrench,The company's market dominance is so entrenched that it's almost impossible for new competitors to gain a foothold.
10057,entrench,He's become so entrenched in his political views that he refuses to even consider opposing arguments.
10057,entrench,We need to actively work to dismantle the systemic barriers that entrench inequality and limit opportunities for marginalized communities.
10057,entrench,"After the heavy snowfall, the hikers were able to entrench themselves in a snow cave for protection from the wind and cold."
10058,arcane,"The professor's lecture was filled with arcane references to obscure historical figures, leaving most of the students confused."
10058,arcane,"Understanding the arcane rules of this board game took us hours, and we still aren't sure we're playing it right."
10058,arcane,"He delved into the arcane world of ancient alchemy, hoping to discover the secrets of turning lead into gold."
10058,arcane,The software's configuration file was full of arcane parameters that only the original programmers understood.
10058,arcane,"Some find the intricacies of tax law fascinating, while others consider it an arcane and impenetrable maze."
10059,tenet,One of the core tenets of their religion is compassion for all living beings.
10059,tenet,The company's success is built on the tenet of always putting the customer first.
10059,tenet,"Although I respect their traditions, I don't necessarily agree with every tenet of their philosophy."
10059,tenet,A fundamental tenet of democracy is the right to free speech.
10059,tenet,"Many people believe in the tenet that hard work always leads to success, though that's not always the case."
10060,allusion,"The author makes an allusion to Shakespeare's Hamlet in the opening scene, foreshadowing the protagonist's internal conflict."
10060,allusion,"Her speech was full of allusions to classical mythology, which, while elegant, might have been lost on some members of the audience."
10060,allusion,I didn't catch the allusion you made to that old movie – I haven't seen it in years.
10060,allusion,"The band's new song is packed with allusions to their earlier work, appealing to long-time fans."
10060,allusion,"By calling him 'Romeo', she was making an obvious allusion to his romantic nature."
10061,exacerbate,The heavy rain will only exacerbate the flooding in low-lying areas.
10061,exacerbate,His constant complaining just exacerbates my stress levels; I wish he would try to be more positive.
10061,exacerbate,The proposed budget cuts will exacerbate the existing problems within the education system.
10061,exacerbate,"Taking painkillers might temporarily alleviate the pain, but it won't address the underlying issue and could potentially exacerbate it in the long run."
10061,exacerbate,Ignoring the early warning signs of burnout will only exacerbate the problem and lead to more serious health issues down the line.
10062,animosity,"Despite their attempts at reconciliation, a deep-seated animosity remained between the two brothers."
10062,animosity,You could feel the animosity radiating from the crowd as the politician took the stage.
10062,animosity,"The trade dispute has unfortunately fostered animosity between the two countries, impacting diplomatic relations."
10062,animosity,I sensed no personal animosity in her criticism; she was simply pointing out areas for improvement.
10062,animosity,The intense competition for the promotion created a palpable animosity among the team members.
10063,exhilarate,The roller coaster's steep drops and sudden turns exhilarated the riders.
10063,exhilarate,Winning the competition didn't just bring relief; it exhilarated me.
10063,exhilarate,The crisp mountain air and breathtaking views exhilarated us as we hiked to the summit.
10063,exhilarate,"Does the thought of public speaking exhilarate you, or fill you with dread?"
10063,exhilarate,Her energetic performance and infectious enthusiasm exhilarated the entire audience.
10064,mural,The community center is planning to commission a mural depicting the history of the neighborhood.
10064,mural,I love how the artist used vibrant colors in the mural; it really brightens up the alleyway.
10064,mural,Have you seen the new mural downtown? It's absolutely massive and incredibly detailed.
10064,mural,"The museum's collection includes a fragment of an ancient Roman mural, carefully preserved behind glass."
10064,mural,"We spent the afternoon painting a mural on the school playground, and the kids were so excited to help."
10065,asylum,The church offered sanctuary as a temporary asylum for the homeless during the harsh winter months.
10065,asylum,She applied for political asylum after facing persecution for her beliefs in her home country.
10065,asylum,"The old mental asylum was rumored to be haunted, but it's now being renovated into apartments."
10065,asylum,Many refugees seek asylum in countries that uphold human rights and offer protection from violence.
10065,asylum,Do you think it's fair that some countries are more willing to grant asylum than others?
10066,forestall,The company increased its marketing budget to forestall a potential drop in sales during the off-season.
10066,forestall,"To forestall any arguments, let's agree on the rules of the game beforehand."
10066,forestall,She took extra classes to forestall falling behind in her studies.
10066,forestall,The government implemented new regulations to forestall environmental damage from the oil spill.
10066,forestall,We need to address these issues now to forestall more serious problems down the road.
10067,forgo,"I'm trying to lose weight, so I'll have to forgo dessert tonight."
10067,forgo,"Due to the budget cuts, we will have to forgo the annual company retreat this year."
10067,forgo,He decided to forgo his salary for the first three months to help the startup get off the ground.
10067,forgo,"She chose to forgo a traditional wedding ceremony in favor of a small, intimate gathering with close friends and family."
10067,forgo,"If we want to finish the project on time, we may have to forgo our weekend plans."
10068,diaper,Could you grab a diaper from the changing table? I think he needs one.
10068,diaper,The hospital provided a supply of diapers and formula for the newborn.
10068,diaper,We're trying to decide whether to use cloth diapers or disposable ones; there are pros and cons to both.
10068,diaper,"The baby's diaper was soaked, so I changed him immediately."
10068,diaper,"She's been fully potty-trained for months now, so we haven't had to buy diapers in ages!"
10069,galvanize,The shocking news of the factory closure galvanized the community to organize protests.
10069,galvanize,"His impassioned speech really galvanized the team, and we went on to win the championship."
10069,galvanize,The documentary about climate change is meant to galvanize viewers into taking action.
10069,galvanize,Seeing the suffering firsthand galvanized her decision to become a doctor.
10069,galvanize,The threat of budget cuts galvanized the department to find more efficient ways of operating.
10070,pivotal,"The invention of the printing press was a pivotal moment in human history, allowing for the widespread dissemination of knowledge."
10070,pivotal,Reaching the sales quota this quarter will be pivotal to securing the company's financial future.
10070,pivotal,Honest and open communication is pivotal in building a strong and lasting relationship.
10070,pivotal,"That game was pivotal; if we had lost, we wouldn't have made it to the playoffs."
10070,pivotal,The witness's testimony proved pivotal in securing a conviction in the trial.
10071,vibrant,The artist used vibrant colors to capture the energy of the street scene.
10071,vibrant,"The city's nightlife is incredibly vibrant, with music and activity spilling onto the sidewalks."
10071,vibrant,Her vibrant personality always made her the life of the party.
10071,vibrant,"The coral reef was teeming with vibrant marine life, a testament to the ocean's biodiversity."
10071,vibrant,"This year's autumn foliage is particularly vibrant, drawing tourists from all over the region."
10072,glid,"The hawk glid effortlessly above the fields, searching for its prey."
10072,glid,"With a gentle push, the wooden boat glid across the calm lake."
10072,glid,"As she practiced her ballet routine, she imagined herself glid across the stage."
10072,glid,"The skater glid smoothly across the ice, leaving barely a mark."
10072,glid,"The new software update glid seamlessly into our existing system, causing no disruption."
10073,portal,The online portal allows students to access their grades and submit assignments.
10073,portal,Many believe that ancient sites like Stonehenge could be portals to other dimensions.
10073,portal,The company's new customer service portal aims to streamline inquiries and improve response times.
10073,portal,I logged into the employee portal to check my vacation balance and request time off.
10073,portal,"The fantasy novel described a shimmering portal opening in the middle of the forest, leading to a magical realm."
10074,onslaught,The small coastal town was unprepared for the onslaught of the hurricane.
10074,onslaught,"After the celebrity's controversial tweet, she faced an onslaught of criticism on social media."
10074,onslaught,The marketing team launched an aggressive onslaught of advertisements leading up to the product release.
10074,onslaught,I wasn't able to focus on my work due to the constant onslaught of emails and phone calls.
10074,onslaught,The defending team struggled to withstand the opposing team's relentless offensive onslaught.
10075,catapult,The sudden promotion seemed to catapult him into a position of power he wasn't quite ready for.
