number,word,example
11015,annihilate,The invading army threatened to annihilate the entire city if their demands weren't met.
11015,annihilate,"He was determined to annihilate his opponent in the chess tournament, leaving no room for doubt about his skill."
11015,annihilate,Years of neglect had nearly annihilated the historic building; it was in desperate need of restoration.
11015,annihilate,"The company's new product completely annihilated the competition, capturing almost the entire market share."
11015,annihilate,I'm so hungry I could annihilate that entire pizza by myself!
11016,annexation,The annexation of Crimea by Russia in 2014 was widely condemned by the international community.
11016,annexation,"Local residents protested the proposed annexation of their neighborhood by the neighboring city, fearing higher taxes."
11016,annexation,Historical accounts detail the annexation of Texas by the United States in the 19th century.
11016,annexation,"The treaty addressed the legal implications of the annexation, specifically concerning land ownership and citizenship."
11016,annexation,Some historians argue that the annexation of territory was driven by economic interests and the desire for resources.
11017,municipality,The municipality is responsible for providing essential services like waste management and road maintenance.
11017,municipality,We need to attend the next town hall meeting to voice our concerns about the proposed zoning changes in our municipality.
11017,municipality,"The local municipality has been struggling with budget cuts, which is impacting community programs."
11017,municipality,"After years of debate, the municipality finally approved the construction of the new community center."
11017,municipality,Several municipalities in the region are collaborating on a joint project to improve the area's public transportation system.
11018,augment,The company decided to augment its workforce with temporary employees during the busy holiday season.
11018,augment,We can augment the flavor of the sauce by adding a little more garlic and herbs.
11018,augment,"To augment their income, many teachers work second jobs during the summer."
11018,augment,The software uses artificial intelligence to augment the capabilities of human analysts.
11018,augment,She took extra classes to augment her knowledge of computer programming.
11019,destitution,The economic downturn left many families facing destitution and homelessness.
11019,destitution,"After the factory closed, the town spiraled into destitution, with unemployment rates soaring."
11019,destitution,"The charity provides food and shelter to those living in destitution, offering a lifeline in desperate times."
11019,destitution,He lost everything in the stock market crash and found himself on the brink of destitution.
11019,destitution,"Despite her initial success, a series of bad investments led her to a state of near destitution."
11020,beget,"Poverty can beget crime, creating a vicious cycle that's hard to break."
11020,beget,His success in business seemed to beget envy among his former colleagues.
11020,beget,The constant negativity in that online forum only begets more arguments and hostility.
11020,beget,"In some cultures, a large family is seen as a blessing, as each child is believed to beget further prosperity."
11020,beget,"One act of kindness can beget another, spreading positivity throughout the community."
11021,iniquity,The mayor vowed to root out the iniquity that had plagued the city's government for decades.
11021,iniquity,He couldn't stand by and watch the iniquity unfold without speaking out against it.
11021,iniquity,The novel explores the themes of social iniquity and the struggle for justice.
11021,iniquity,Some argue that the current tax system perpetuates iniquity by disproportionately benefiting the wealthy.
11021,iniquity,She was shocked by the iniquity she witnessed during her time volunteering at the prison.
11022,decorum,The students were reminded to maintain decorum during the graduation ceremony.
11022,decorum,"While I appreciate your enthusiasm, please remember to observe some decorum in this professional setting."
11022,decorum,"Despite the heated debate, the council members maintained a level of decorum and respect for each other's opinions."
11022,decorum,"She handled the embarrassing situation with remarkable decorum, never losing her composure."
11022,decorum,"I'm not sure about the decorum of wearing jeans to a wedding, even if it's a casual one."
11023,belie,His youthful appearance belies his 60 years.
11023,belie,The company's cheerful advertisements belie the harsh reality of their working conditions.
11023,belie,Her calm demeanor belied the anxiety she felt before the performance.
11023,belie,"The dilapidated building's exterior belies the modern, renovated apartments inside."
11023,belie,The student's simple explanation belied a deep understanding of the complex topic.
11024,quary,The historian began to quarry the old documents for information about the town's founding.
11024,quary,I'm going to quarry my notes from the lecture to find the specific theorem he mentioned.
11024,quary,Reporters often quarry public records in search of leads for their investigations.
11024,quary,She had to quarry deep within her memory to recall the name of the restaurant.
11024,quary,"Before writing the proposal, the team decided to quarry existing research to support their claims."
11025,bilow,The old fishing boat began to billow its sails as the wind picked up offshore.
11025,bilow,"Smoke started to billow from the chimney, signaling that the fire was finally lit."
11025,bilow,"As the crowd roared, the enormous flag began to billow above the stadium."
11025,bilow,"Her dress was designed to billow gracefully in the breeze, creating a dramatic effect."
11025,bilow,"Dark clouds began to billow ominously on the horizon, warning of an approaching storm."
11026,capricious,"The stock market can be quite capricious, soaring one day and plummeting the next for seemingly no reason."
11026,capricious,Her capricious nature made it difficult to plan anything in advance because she would often change her mind at the last minute.
11026,capricious,"The weather in April is notoriously capricious; be prepared for sunshine, rain, or even snow."
11026,capricious,"The director was known for his capricious decisions, often firing actors on a whim."
11026,capricious,"Because of the company's capricious policies regarding employee benefits, many workers felt insecure about their future."
11027,bode,The dark clouds gathering on the horizon bode ill for our picnic this afternoon.
11027,bode,His consistently late arrivals and poor performance don't bode well for his chances of getting a promotion.
11027,bode,The company's strong earnings report bodes favorably for investors.
11027,bode,"If the early voting numbers are any indication, they bode a landslide victory for the incumbent."
11027,bode,A peaceful resolution to the conflict seems unlikely; all the signs bode a prolonged and bitter struggle.
11028,auspicious,The wedding was planned for the most auspicious date according to the lunar calendar.
11028,auspicious,"Starting a new business venture on such an auspicious day, I'm confident we'll succeed."
11028,auspicious,"Despite the initial setbacks, the project began on what turned out to be an auspicious day for the company."
11028,auspicious,"The black cat crossing her path wasn't a bad omen; she actually found a twenty-dollar bill shortly after, proving it an auspicious sign!"
11028,auspicious,"With the weather cooperating and everyone in good spirits, it felt like an auspicious occasion to announce our engagement."
11029,subversion,"The government accused the activists of subversion, claiming their protests were aimed at destabilizing the country."
11029,subversion,"He saw the constant questioning of authority as a form of subtle subversion, slowly eroding traditional values."
11029,subversion,"Instead of directly confronting the boss, he practiced a kind of passive subversion, quietly undermining her plans."
11029,subversion,The novel was banned for its perceived subversion of societal norms and its challenge to the established order.
11029,subversion,"Some argue that art can be a powerful tool for subversion, offering a platform to challenge dominant ideologies and inspire change."
11030,cleave,The butcher used a heavy cleaver to cleave the bone in half.
11030,cleave,"Despite their differences, they cleave to the same fundamental principles of justice."
11030,cleave,The ship's bow was designed to cleave through the waves with minimal resistance.
11030,cleave,"After the argument, a deep rift seemed to cleave their friendship in two."
11030,cleave,"Some people cleave to traditional beliefs, even in the face of modern challenges."
11031,iris,The photographer focused on the model's striking blue iris.
11031,iris,"I planted several varieties of iris in the garden this spring, hoping for a colorful display."
11031,iris,"According to the eye doctor, the slight irregularity in my iris is nothing to worry about."
11031,iris,The security system uses iris scanning technology for access control to the building.
11031,iris,The artist was fascinated by the intricate patterns within the iris of the human eye.
11032,constrict,The tight bandage began to constrict the blood flow to my fingers.
11032,constrict,Regulations on small businesses often constrict their ability to grow and innovate.
11032,constrict,"During an asthma attack, the airways in the lungs constrict, making it difficult to breathe."
11032,constrict,Don't constrict yourself to just one career path; explore different options and see what resonates with you.
11032,constrict,Fear can constrict your thinking and prevent you from seeing creative solutions.
11033,corrode,"The battery acid began to corrode the metal terminals, leaving a powdery residue."
11033,corrode,Years of exposure to salt water can corrode even the strongest steel structures.
11033,corrode,His constant negativity started to corrode my initial enthusiasm for the project.
11033,corrode,We need to apply a protective coating to prevent the pipes from corroding over time.
11033,corrode,"The scandal deeply corroded the politician's reputation, making it difficult for him to regain public trust."
11034,keel,"The storm was so fierce, it threatened to turn the sailboat over, but the heavy keel kept it upright."
11034,keel,"After a few rough patches, the project seems to be on an even keel now."
11034,keel,The shipwrights carefully inspected the keel for any signs of damage after the grounding.
11034,keel,The news of the layoffs threw the entire company off keel.
11034,keel,We need to keep the negotiations on an even keel if we want to reach a successful agreement.
11035,dinghy,We used the dinghy to row ashore from the yacht.
11035,dinghy,The sailing club offers dinghy racing every Saturday morning.
11035,dinghy,He spent the afternoon patching up a hole in his inflatable dinghy.
11035,dinghy,"After the storm, the small dinghy was found washed up on the beach, tangled in seaweed."
11035,dinghy,"For short trips to the mainland, a small dinghy is more convenient and fuel-efficient than firing up the main boat engine."
11036,decentralize,"The company decided to decentralize its operations, giving regional managers more autonomy."
11036,decentralize,We need to decentralize power away from the central government to empower local communities.
11036,decentralize,"Blockchain technology aims to decentralize financial systems, removing intermediaries."
11036,decentralize,The university is trying to decentralize its administration to improve efficiency and responsiveness to student needs.
11036,decentralize,"Instead of one large server, they want to decentralize the data storage across multiple smaller nodes for better security and redundancy."
11037,environs,"We decided to explore the environs of the old castle, hoping to find some interesting ruins."
11037,environs,The property values are much lower in the environs of the industrial park.
11037,environs,"The hotel is conveniently located near the city center, but far enough away to offer peace and quiet in its immediate environs."
11037,environs,"After the concert, the environs of the stadium were filled with crowds of people trying to find their way home."
11037,environs,The environmental study will assess the impact of the proposed development on the surrounding environs.
11038,insecticide,The farmer sprayed insecticide on his crops to protect them from the boll weevil.
11038,insecticide,I'm hesitant to use insecticide in the garden because I don't want to harm the beneficial insects.
11038,insecticide,"Before applying any insecticide, carefully read the label and follow the safety instructions."
11038,insecticide,The city is considering using a mosquito-specific insecticide to control the spread of West Nile virus.
11038,insecticide,Some people prefer natural pest control methods over using chemical insecticides.
11039,decimate,The invasive species decimated the local fish population in just a few years.
11039,decimate,"A single wildfire can decimate a forest, leaving behind a barren landscape."
11039,decimate,"The economic downturn decimated many small businesses, forcing them to close their doors."
11039,decimate,That scandal really decimated his reputation; it's hard to see him recovering from that.
11039,decimate,"A powerful hurricane decimated the coastal town, leaving thousands homeless and in need of assistance."
11040,detrimental,"Smoking has been proven to be detrimental to your health, increasing the risk of various diseases."
11040,detrimental,The constant negativity in the workplace was detrimental to team morale and productivity.
11040,detrimental,Ignoring the warning signs of a potential problem can be detrimental in the long run.
11040,detrimental,Overwatering your plants can actually be detrimental; they need proper drainage to thrive.
11040,detrimental,Exposure to excessive noise levels can be detrimental to your hearing over time.
11041,noxious,The noxious fumes from the factory made it difficult to breathe.
11041,noxious,We had to evacuate the building because of a noxious gas leak.
11041,noxious,The politician's rhetoric was so noxious that many people found it offensive.
11041,noxious,"That weed killer is quite noxious, so be sure to wear gloves and a mask when you use it."
11041,noxious,"The stagnant pond was filled with noxious algae, making it unsafe for swimming."
11042,garish,"The garish neon signs of the Las Vegas strip were overwhelming, even for someone used to bright lights."
11042,garish,I couldn't believe she wore that garish dress to the funeral; it was completely inappropriate.
11042,garish,"The artist's early work was characterized by garish colors and chaotic compositions, but his later pieces became much more refined."
11042,garish,"He decorated his office with a garish gold wallpaper and a huge, fake-fur rug, which made it look more like a cheap casino than a professional workspace."
11042,garish,"While some people appreciate bold patterns, I find that particular floral print to be a bit too garish for my taste."
11043,detract,The loud music did detract from the romantic atmosphere of the restaurant.
11043,detract,Those small errors don't really detract from the overall quality of the report.
11043,detract,He felt that his lack of experience might detract from his chances of getting the job.
11043,detract,"I don't want to detract from her accomplishments, but it's important to acknowledge the team's contribution as well."
11043,detract,Try not to let negative comments detract you from pursuing your goals.
11044,amphitheater,The local high school built a new amphitheater for outdoor performances and graduation ceremonies.
11044,amphitheater,We saw an amazing production of Shakespeare's 'A Midsummer Night's Dream' at the outdoor amphitheater last summer.
11044,amphitheater,"The ancient Roman amphitheater, though crumbling, still holds a palpable sense of history and grandeur."
11044,amphitheater,"Tickets for the concert at the amphitheater sold out within hours, so I'm afraid we missed our chance."
11044,amphitheater,"If the weather holds up, the annual jazz festival will be held at the amphitheater in the park this year."
11045,arsenic,"The old well water tested positive for arsenic, making it unsafe to drink."
11045,arsenic,"Scientists are studying the potential of using arsenic in targeted cancer therapies, though it's a delicate balance."
11045,arsenic,"He felt a creeping suspicion that someone might be trying to poison him with arsenic, given his recent health problems and strained family relationships."
11045,arsenic,"Historically, arsenic was a common ingredient in pesticides, but its use is now heavily regulated due to its toxicity."
11045,arsenic,"While naturally occurring in some rocks and soil, arsenic contamination in groundwater remains a significant environmental concern in certain regions."
11046,dilate,The doctor used eye drops to dilate my pupils for the examination.
11046,dilate,"As the room grew darker, my eyes began to dilate, trying to capture more light."
11046,dilate,We watched the company's market share dilate rapidly after their successful product launch.
11046,dilate,The professor used the opportunity to dilate on the subject of quantum physics during the extended lecture.
11046,dilate,"During moments of extreme fear, your blood vessels can dilate, leading to a flushed appearance."
11047,sorcerer,Legend tells of a powerful sorcerer who could control the elements with a flick of his wrist.
11047,sorcerer,"I always thought Gandalf was more of a sorcerer than a wizard, focusing on practical magic rather than scholarly pursuits."
11047,sorcerer,"The children dressed up as witches and sorcerers for the Halloween parade, eager to show off their costumes."
11047,sorcerer,Some historians believe that many accused witches were actually skilled healers or sorcerers practicing traditional medicine.
11047,sorcerer,"While the term 'wizard' often implies wisdom, 'sorcerer' often suggests a more innate, perhaps even darker, connection to magical power."
11048,wand,"The fairy godmother waved her wand, transforming the pumpkin into a magnificent carriage."
11048,wand,"I bought a bubble wand for my niece, and she's been happily chasing bubbles all afternoon."
11048,wand,"In the magic show, the magician used a wand to make a dove appear out of thin air."
11048,wand,"The conductor raised his wand, signaling the orchestra to begin the overture."
11048,wand,Archaeologists discovered a beautifully crafted copper wand in the ancient burial chamber.
11049,leaden,"After the exhausting marathon, my legs felt leaden and heavy."
11049,leaden,The news of the company's bankruptcy cast a leaden pall over the office.
11049,leaden,His leaden tone and uninspired delivery made the presentation incredibly boring.
11049,leaden,"She woke up with a leaden feeling in her chest, a sense of dread she couldn't shake."
11049,leaden,"The old, leaden pipes needed replacing before they caused a serious leak."
11050,dissipate,The morning fog began to dissipate as the sun rose higher in the sky.
11050,dissipate,He tried to dissipate his anger by going for a long run in the park.
11050,dissipate,The company's resources were quickly beginning to dissipate due to poor management.
11050,dissipate,"Hopefully, the rumors about the merger will dissipate once the official announcement is made."
11050,dissipate,Investing in training programs can help dissipate employee concerns about job security in the face of automation.
11051,dribble,The baby started to dribble food down his chin as he ate his pureed peas.
11051,dribble,"He tried to dribble the basketball past the defender, but lost control of the ball."
11051,dribble,"After the rain stopped, water continued to dribble from the roof's edge for quite some time."
11051,dribble,"The leaky faucet would dribble intermittently throughout the night, keeping me awake."
11051,dribble,"In patients with certain neurological conditions, excessive salivation can cause them to dribble."
11052,trough,The farmer filled the water trough for the horses after a long day in the fields.
11052,trough,"We're in a bit of an economic trough right now, but things are expected to improve next year."
11052,trough,"The wave crashed into the shore, the trough preceding the next powerful surge."
11052,trough,He ate so much at dinner that he felt like he was falling into a food trough.
11052,trough,"The valley was like a trough between the two mountain ranges, with a river running through it."
11053,tenement,"My grandmother grew up in a crowded tenement on the Lower East Side, sharing a small apartment with her parents and five siblings."
11053,tenement,The city is trying to revitalize the neighborhood by demolishing the dilapidated tenement buildings and replacing them with affordable housing.
11053,tenement,"He researched the history of tenement life in New York City for his documentary film, interviewing descendants of immigrants who once lived there."
11053,tenement,"The landlord was notorious for neglecting the tenement, ignoring complaints about leaky roofs and broken heating systems."
11053,tenement,"Back in the early 20th century, tenements were often characterized by poor sanitation and overcrowded conditions, contributing to the spread of disease."
11054,vantage,The hilltop offered a perfect vantage point for watching the sunset over the valley.
11054,vantage,"From my vantage, it looked like the argument was entirely her fault, but I could be wrong."
11054,vantage,"History books often present events from a particular vantage, so it's important to consider multiple perspectives."
11054,vantage,"The company's new headquarters, with its central location, provides a significant competitive vantage."
11054,vantage,Standing on the balcony gave us a great vantage of the parade as it passed through downtown.
11055,drizzle,"A light drizzle started as we left the house, so I quickly grabbed an umbrella."
11055,drizzle,The chef finished the dish with a delicate drizzle of balsamic glaze.
11055,drizzle,"Despite the persistent drizzle, the runners continued the marathon with determination."
11055,drizzle,"I love the sound of the rain, especially when it's just a gentle drizzle against the windowpane."
11055,drizzle,"The weather forecast predicts a chance of drizzle throughout the day, so dress accordingly."
11056,armistice,"After months of brutal fighting, both sides finally agreed to an armistice, hoping to begin peace negotiations."
11056,armistice,"The armistice was fragile, and tensions remained high along the border."
11056,armistice,"The historian argued that the armistice was a missed opportunity for a lasting peace, as underlying issues were never addressed."
11056,armistice,News of the armistice brought a wave of relief and celebration to the war-torn country.
11056,armistice,"Despite the armistice, sporadic incidents of violence continued to plague the region, threatening the stability of the ceasefire."
11057,emancipate,The organization works to emancipate women from oppressive cultural norms.
11057,emancipate,"After years of hard work, she finally felt like she could emancipate herself from debt."
11057,emancipate,"The Emancipation Proclamation was a pivotal moment in American history, aiming to emancipate enslaved African Americans."
11057,emancipate,He sought to emancipate his thinking from the constraints of traditional dogma.
11057,emancipate,"At sixteen, she petitioned the court to emancipate herself from her parents and gain legal independence."
11058,deforestation,The rapid deforestation of the Amazon rainforest is a major concern for climate scientists.
11058,deforestation,Deforestation in that area has led to increased soil erosion and flooding during the rainy season.
11058,deforestation,We need to find sustainable alternatives to logging to combat deforestation and protect our forests.
11058,deforestation,The organization is working to reforest previously cleared land in an effort to reverse the effects of deforestation.
11058,deforestation,Is it true that the new agricultural policy will contribute to further deforestation?
11059,encroach,The rising sea levels are beginning to encroach on the coastal towns.
11059,encroach,I felt like my personal space was being encroached upon when the stranger sat too close to me on the bus.
11059,encroach,We need to be careful not to encroach on our neighbor's property when we build the new fence.
11059,encroach,The company's aggressive marketing tactics are starting to encroach on the market share of its competitors.
11059,encroach,Don't let your work encroach on your personal life; it's important to maintain a healthy balance.
11060,periphery,"The old factory was located on the periphery of town, far from the residential areas."
11060,periphery,"I try to stay involved in the main discussions, but sometimes I feel like I'm just on the periphery, observing from a distance."
11060,periphery,The artist intentionally blurred the details on the periphery of the painting to draw attention to the central figure.
11060,periphery,"While the core business is thriving, we need to pay more attention to developments on the periphery of our industry."
11060,periphery,"He preferred to remain on the periphery of the group, listening intently but rarely offering his own opinions."
11061,depletion,The depletion of the ozone layer is a serious environmental concern.
11061,depletion,We need to find sustainable alternatives to avoid the depletion of our natural resources.
11061,depletion,"After a long illness, the patient suffered from severe energy depletion."
11061,depletion,The constant use of social media can lead to a depletion of focus and attention.
11061,depletion,The rapid depletion of their savings forced them to sell their house.
11062,engender,The constant negativity in the news can engender feelings of anxiety and hopelessness.
11062,engender,His insightful comments engendered a lively debate among the students.
11062,engender,The politician hoped his speech would engender support for his new healthcare initiative.
11062,engender,Such blatant disregard for the rules will only engender resentment among the other players.
11062,engender,A culture of open communication can engender trust and collaboration within a team.
11063,squalid,"The refugees were living in squalid conditions, with limited access to clean water and sanitation."
11063,squalid,"He described the abandoned apartment building as squalid, reeking of mold and decay."
11063,squalid,"I couldn't believe anyone could live in such a squalid state, surrounded by filth and disrepair."
11063,squalid,"The investigation revealed the squalid practices of the factory, where workers were subjected to inhumane treatment."
11063,squalid,"Despite the squalid surroundings, the children managed to find moments of joy and laughter."
11064,stubble,"He hadn't shaved in a few days, and his face was covered in light stubble."
11064,stubble,"The farmer ran his hand across the stubble in the field after the harvest, assessing the soil's condition."
11064,stubble,I prefer my boyfriend with a little stubble; it's more rugged.
11064,stubble,She complained that his stubble scratched her face when they kissed.
11064,stubble,"The close-up photo revealed the fine stubble on the actor's chin, a sign of his character's weariness."
11065,epitomize,"For many, Audrey Hepburn epitomizes grace and elegance."
11065,epitomize,The restaurant's consistently excellent service and food epitomize what a fine dining experience should be.
11065,epitomize,He's the kind of politician who seems to epitomize everything people distrust about the system.
11065,epitomize,"That moment, when she finally stood up for herself, seemed to epitomize her entire journey of self-discovery."
11065,epitomize,"This project, with its innovative design and sustainable materials, epitomizes the company's commitment to environmental responsibility."
11066,vagabond,"He lived the life of a vagabond, traveling from town to town with only a backpack and a guitar."
11066,vagabond,"The old man, a self-proclaimed vagabond, told fascinating stories of his adventures around the world."
11066,vagabond,"She felt a strange pull towards the vagabond lifestyle, a desire to escape the confines of her ordinary existence."
11066,vagabond,The police were keeping a close eye on the group of vagabonds who had been camping in the park.
11066,vagabond,"Despite his reputation as a vagabond, he was actually a talented artist who sold his paintings along the road."
11067,exude,"The seasoned detective exuded an air of quiet confidence, even in the chaotic crime scene."
11067,exude,"Freshly baked bread exuded a warm, comforting aroma that filled the entire kitchen."
11067,exude,"Despite the pressure, the CEO exuded calm and control during the shareholder meeting."
11067,exude,"He tried to appear nonchalant, but his nervousness exuded from every pore."
11067,exude,The politician's speech was carefully crafted to exude an image of strength and decisiveness.
11068,stench,"The stench of rotting garbage permeated the entire alleyway, making it almost unbearable to walk through."
11068,stench,"A sudden stench of sulfur filled the air, signaling a potential gas leak."
11068,stench,"The critic described the movie as a creative failure, saying it had the 'stench of desperation' clinging to every scene."
11068,stench,"After the power outage, the refrigerator emitted a terrible stench, indicating that the food inside had spoiled."
11068,stench,"Even after airing out the room for hours, a faint stench of burnt toast still lingered."
11069,precipitation,"The forecast calls for a high chance of precipitation tomorrow, so bring an umbrella."
11069,precipitation,"Acid precipitation, caused by industrial emissions, can severely damage forests and aquatic ecosystems."
11069,precipitation,We haven't had any precipitation in weeks; the drought is really starting to affect the crops.
11069,precipitation,"The type of precipitation – whether it's rain, snow, sleet, or hail – depends on the temperature of the atmosphere."
11069,precipitation,Understanding the patterns of precipitation in different regions is crucial for effective water management.
11070,fluctuate,The price of gasoline tends to fluctuate depending on global events.
11070,fluctuate,"My weight seems to fluctuate by a few pounds every week, no matter what I do."
11070,fluctuate,"During the summer months, tourist numbers fluctuate wildly in this small coastal town."
11070,fluctuate,The company's profits fluctuated significantly throughout the year due to unforeseen market changes.
11070,fluctuate,"Her moods can fluctuate quite rapidly; one minute she's happy, the next she's upset."
11071,forfeit,"If you don't show up for your court date, you will forfeit your bail money."
11071,forfeit,"By violating the terms of his probation, he will forfeit his freedom and return to prison."
11071,forfeit,The team had to forfeit the game because too many players were sick with the flu.
11071,forfeit,I'm not going to forfeit my principles just to get ahead in this company.
11071,forfeit,She was forced to forfeit her amateur status when she accepted prize money for winning the tournament.
11072,breadwinner,"After her husband lost his job, she reluctantly became the breadwinner for the family."
11072,breadwinner,"In many traditional households, the father is still seen as the primary breadwinner."
11072,breadwinner,"The company's new parental leave policy aims to support both mothers and fathers, regardless of who is the breadwinner."
11072,breadwinner,He worked tirelessly as the breadwinner to provide his children with a good education.
11072,breadwinner,She challenged the traditional gender roles within her family by becoming the main breadwinner and pursuing her career ambitions.
11073,orchid,She received a beautiful white orchid as a thank you gift.
11073,orchid,"Growing orchids can be challenging, as they require specific humidity and lighting conditions."
11073,orchid,The botanical garden boasts a rare collection of orchids from around the world.
11073,orchid,"I'm thinking of adding an orchid to my windowsill, but I'm not sure which variety to choose."
11073,orchid,"The delicate fragrance of the orchid filled the room, creating a calming atmosphere."
11074,germinae,"While rare, some plant species exhibit vivipary, where the germinae begin to sprout while still attached to the parent plant."
11074,germinae,"The botanist carefully examined the mangrove seeds, noting the already elongated germinae indicating advanced preparation for dispersal."
11074,germinae,"In certain fern species, the germinae develop on the fronds themselves, offering a unique method of vegetative propagation."
11074,germinae,The professor explained that the presence of developed germinae within the fruit is a key characteristic used to classify that particular plant family.
11074,germinae,"Unlike typical seeds, these specialized propagules bypass dormancy and immediately produce germinae upon landing in a suitable environment."
