number,word,example
8020,daffodil,"She wore a dress the color of a daffodil, vibrant and cheerful."
8020,daffodil,We bought a bunch of daffodils at the farmer's market to brighten up the kitchen table.
8020,daffodil,"Wordsworth's poem, 'I Wandered Lonely as a Cloud,' immortalized the image of a field full of golden daffodils."
8020,daffodil,"The children planted daffodil bulbs in the autumn, eagerly anticipating their blooms in the spring."
8021,droop,The flowers in the vase began to droop after a few days without water.
8021,droop,"After a long day at work, my eyelids started to droop and I could barely keep them open."
8021,droop,His shoulders drooped with disappointment when he heard the news.
8021,droop,"Despite his initial enthusiasm, his support for the project began to droop as deadlines approached and challenges mounted."
8021,droop,"The old flag on the pole drooped sadly in the wind, a symbol of neglect."
8022,electrify,"The band's energetic performance completely electrified the crowd, leaving everyone buzzing with excitement."
8022,electrify,The President's speech aimed to electrify the base and galvanize support for the upcoming election.
8022,electrify,The new high-speed rail line will electrify the region's economy by improving connectivity and facilitating trade.
8022,electrify,Scientists are working to electrify the transportation sector in an effort to reduce carbon emissions and combat climate change.
8022,electrify,"The discovery of a new energy source could electrify the world, providing clean and affordable power for all."
8023,gorge,"After hiking all day, we stopped at a diner and I proceeded to gorge myself on a huge burger and fries."
8023,gorge,"The Samaria Gorge in Crete is a popular hiking destination, known for its stunning natural beauty and challenging terrain."
8023,gorge,"We watched in horror as the river gorged itself on the surrounding land after days of heavy rain, overflowing its banks."
8023,gorge,"During the holidays, it's easy to gorge on sweets and end up feeling sluggish afterwards."
8023,gorge,"The vultures began to gorge on the carrion, a grim but necessary part of the ecosystem."
8024,icon,The actress became a style icon for a generation with her bold fashion choices and unconventional beauty.
8024,icon,"On my computer desktop, each of those little pictures is an icon that I can click to open a program."
8024,icon,"For many, Nelson Mandela is an icon of peace and reconciliation, embodying the struggle against apartheid."
8024,icon,"When you open the app, tap the settings icon – it looks like a gear – to adjust your preferences."
8024,icon,"The classic car is a true American icon, representing a bygone era of automotive design and innovation."
8025,embody,"He seems to embody all the qualities of a good leader: intelligence, empathy, and decisiveness."
8025,embody,The statue is meant to embody the spirit of freedom and justice.
8025,embody,Her latest performance embodied the pain and resilience of the characters she portrayed so well.
8025,embody,"This car embodies everything the company stands for: luxury, performance, and innovation."
8025,embody,The principles of fair play and sportsmanship are embodied in the Olympic Games.
8026,motherhood,"She embraced motherhood with open arms, finding joy in the everyday moments of raising her children."
8026,motherhood,The museum exhibit explored the diverse experiences of motherhood throughout history and across different cultures.
8026,motherhood,Balancing a demanding career with the responsibilities of motherhood can be a significant challenge for many women.
8026,motherhood,"After years of infertility struggles, Sarah finally achieved motherhood through IVF, a dream come true."
8026,motherhood,"The politician's stance on childcare policies clearly demonstrated her understanding, or lack thereof, of the realities of modern motherhood."
8027,erupt,"The volcano could erupt at any moment, so scientists are closely monitoring its activity."
8027,erupt,"If you keep bottling up your feelings, you're going to erupt in anger eventually."
8027,erupt,"News of the scandal began to erupt across social media platforms, spreading rapidly."
8027,erupt,The crowd erupted in cheers when the home team scored the winning goal.
8027,erupt,"After days of simmering tensions, a fight erupted between the two rival gangs."
8028,reef,"The scuba divers explored the vibrant coral reef, marveling at the diverse marine life."
8028,reef,We need to reef the sails; the wind is picking up and the boat is starting to heel over too much.
8028,reef,"The ship ran aground on a hidden reef, causing significant damage to its hull."
8028,reef,"The Great Barrier Reef is a natural wonder and a popular tourist destination, but it's facing serious threats from climate change."
8028,reef,"He made a reef knot to secure the rope, ensuring it wouldn't come undone easily."
8029,humane,The animal shelter is committed to providing humane treatment to all the animals in its care.
8029,humane,"Many believe that capital punishment is not a humane way to deal with criminals, arguing for rehabilitation instead."
8029,humane,It's important to find a humane solution to the problem of homelessness that respects the dignity of every individual.
8029,humane,"The company's decision to offer severance packages was a humane gesture, considering the difficult economic circumstances."
8029,humane,"We strive to create a humane workplace where employees feel valued and supported, promoting both their well-being and productivity."
8030,enmity,The long-standing enmity between the Montagues and Capulets ultimately led to tragedy.
8030,enmity,"Despite their initial enmity, the two companies eventually realized they could benefit from a strategic partnership."
8030,enmity,"After years of bitter legal battles, the enmity between the siblings remained palpable."
8030,enmity,His outspoken criticism of the government fostered enmity among certain political factions.
8030,enmity,The seed of enmity was sown when he betrayed his best friend's trust.
8031,evaporate,The morning dew began to evaporate quickly in the hot sun.
8031,evaporate,Her hopes of winning the lottery seemed to evaporate as soon as she saw the winning numbers.
8031,evaporate,"Negotiations between the two companies began with promise, but the goodwill quickly evaporated due to disagreements over key terms."
8031,evaporate,"If you leave the water boiling for too long, it will completely evaporate and burn the pot."
8031,evaporate,"The politician's lead in the polls began to evaporate after the scandal broke, leaving his campaign struggling to recover."
8032,freshen,Let me freshen your drink; would you like some more ice?
8032,freshen,"After a long day at work, I like to freshen up with a quick shower before dinner."
8032,freshen,The marketing team needs to freshen up their approach; the current campaign is stale.
8032,freshen,We should freshen the air in this room by opening a window.
8032,freshen,Could you freshen my memory about where we left off in the report?
8033,dreary,The dreary weather made me want to stay inside all day with a good book and a cup of tea.
8033,dreary,"After weeks of dreary meetings and little progress, the team's morale was at an all-time low."
8033,dreary,"She described her childhood in the small, industrial town as relentlessly dreary and devoid of excitement."
8033,dreary,"Despite the dreary outlook for the economy, he remained optimistic about his company's future."
8033,dreary,"The old, abandoned house had a dreary atmosphere, filled with cobwebs and the scent of decay."
8034,showroom,"We spent the afternoon at the car showroom, test driving a few different models before making a decision."
8034,showroom,"The furniture showroom was beautifully arranged, making it easy to imagine how the pieces would look in my own home."
8034,showroom,"Before committing to the purchase, I want to see the tiles in the showroom to get a better sense of their texture and color."
8034,showroom,The company is planning to open a new showroom in the city center to showcase their latest product line.
8034,showroom,"He landed a job as a sales representative at the local motorcycle showroom, a dream come true for a lifelong enthusiast."
8035,muscular,The bodybuilder's muscular physique was the result of years of dedicated training and a strict diet.
8035,muscular,"He had a muscular build, which made him a natural athlete."
8035,muscular,The company is trying to flex its muscular power in the market by acquiring smaller competitors.
8035,muscular,"Even though she's quite petite, she's surprisingly muscular and can lift a lot of weight."
8035,muscular,"After the accident, he had to undergo physical therapy to regain muscular strength in his leg."
8036,tatto,I want to tatto my name on my arm.
8036,tatto,I want to tatto a heart on my arm.
8036,tatto,He decided to tatto his favorite quote on his back as a reminder of his journey.
8036,tatto,Many people choose to tatto images or symbols that hold personal significance for them.
8036,tatto,She plans to tatto a delicate floral design around her wrist as a symbol of her connection to nature.
8037,glisten,"After the rain, the leaves on the trees glistened in the sunlight, creating a beautiful, shimmering effect."
8037,glisten,"The athlete's forehead glistened with sweat as he crossed the finish line, exhausted but triumphant."
8037,glisten,"Her eyes glistened with tears as she recounted the emotional story, revealing the depth of her feelings."
8037,glisten,"The freshly polished silverware glistened under the chandelier, adding an elegant touch to the formal dinner setting."
8037,glisten,"The baker brushed the warm pastries with melted butter, causing them to glisten invitingly in the display case."
8038,manifesto,The political party released its manifesto outlining their key policies on healthcare and education.
8038,manifesto,Her personal manifesto for the year included goals like learning a new language and traveling to Southeast Asia.
8038,manifesto,The artist's manifesto declared a rejection of traditional forms and an embrace of abstract expressionism.
8038,manifesto,"The company's 'customer-first' manifesto is displayed prominently in the lobby, reminding employees of their core values."
8038,manifesto,He jokingly referred to his detailed grocery list as his 'manifesto for a successful dinner party'.
8039,incur,"If you cancel your subscription after the trial period, you will incur a cancellation fee."
8039,incur,"By not paying your taxes on time, you will incur penalties and interest charges."
8039,incur,The company decided to incur significant debt to finance its expansion into new markets.
8039,incur,"I hate to incur your wrath, but I accidentally deleted that important file."
8039,incur,The reckless driver incurred the anger of other motorists when he cut them off.
8040,condemnation,The international community issued a strong condemnation of the terrorist attack.
8040,condemnation,"Her condemnation of his actions was swift and unwavering, leaving no room for doubt about her disapproval."
8040,condemnation,The old building was marked for condemnation due to structural damage and safety concerns.
8040,condemnation,"Despite the overwhelming evidence, he refused to accept the condemnation of his peers and continued to defend his controversial theory."
8040,condemnation,"He faced widespread condemnation for his insensitive remarks, forcing him to issue a public apology."
8041,constituency,"The MP worked tirelessly to address the concerns of his constituency, holding regular town hall meetings."
8041,constituency,The politician's stance on the issue alienated a significant portion of her traditional constituency.
8041,constituency,"As a newly elected official, she was eager to connect with her constituency and understand their needs."
8041,constituency,"The local community center serves a wide constituency, offering programs for children, seniors, and families."
8041,constituency,The senator's unwavering support for the bill demonstrated his loyalty to a key constituency within his state.
8042,modernize,The company decided to modernize its outdated computer systems to improve efficiency.
8042,modernize,"To attract younger residents, the city council plans to modernize the downtown area with new shops and restaurants."
8042,modernize,"My grandmother is hesitant to modernize her kitchen, preferring her classic appliances."
8042,modernize,The museum is undergoing renovations to modernize its exhibits and make them more interactive.
8042,modernize,We need to modernize our approach to marketing if we want to stay competitive in today's market.
8043,headdress,"The tribal chief wore an elaborate headdress adorned with feathers and beads, signifying his status."
8043,headdress,"For the historical reenactment, she crafted a historically accurate headdress based on museum artifacts."
8043,headdress,"The dancer's vibrant headdress shimmered under the stage lights, adding to the drama of the performance."
8043,headdress,I'm thinking of wearing a simple floral headdress to the garden party; nothing too extravagant.
8043,headdress,The museum exhibit featured a stunning collection of headdresses from various indigenous cultures around the world.
8044,vogue,"Brightly colored clothing is back in vogue this summer, so expect to see a lot of neon pink and electric blue."
8044,vogue,"The minimalist aesthetic, once considered cutting-edge, is no longer in vogue."
8044,vogue,"While online learning is increasingly popular, traditional classroom settings are still very much in vogue at many universities."
8044,vogue,She's a fashion icon known for setting the vogue rather than following it.
8044,vogue,Reading physical books has experienced a resurgence; it seems the printed word is back in vogue.
8045,constituent,The senator made sure to listen to the concerns of every constituent in her district.
8045,constituent,"Water is a key constituent of the human body, making up approximately 60% of our weight."
8045,constituent,"The recipe called for flour, sugar, and eggs – the essential constituents of a basic cake."
8045,constituent,"As a responsible citizen, I feel it's my duty to be an informed constituent and vote in every election."
8045,constituent,The chemical analysis revealed that the compound was primarily composed of two constituents: carbon and hydrogen.
8046,cauliflower,"I'm trying to eat healthier, so I'm going to roast some cauliflower with turmeric and cumin for dinner."
8046,cauliflower,"The farmer's market had a beautiful array of fresh vegetables, including several varieties of cauliflower: purple, green, and white."
8046,cauliflower,"My grandmother always made a delicious cauliflower cheese, but I could never get her to share the recipe."
8046,cauliflower,"Some people find the smell of cooking cauliflower quite unpleasant, but I don't mind it so much."
8046,cauliflower,The chef experimented with cauliflower rice as a gluten-free alternative to traditional rice in his new menu.
8047,neutralize,"The baking soda will neutralize the acid in the tomato sauce, making it less bitter."
8047,neutralize,The UN is attempting to neutralize the conflict between the two countries by sending in peacekeepers.
8047,neutralize,He tried to neutralize the negative press by holding a press conference and addressing the rumors directly.
8047,neutralize,We need to neutralize the threat posed by the virus by developing an effective vaccine.
8047,neutralize,"After the argument, she tried to neutralize the tension with a joke, but it didn't quite land."
8048,cholesterol,My doctor wants me to lower my cholesterol through diet and exercise.
8048,cholesterol,The nutrition label clearly states the amount of cholesterol per serving in this product.
8048,cholesterol,"High cholesterol often has no symptoms, so it's important to get your levels checked regularly."
8048,cholesterol,He's been on statins for years to manage his cholesterol and reduce his risk of heart disease.
8048,cholesterol,"Eating too much saturated fat can raise your LDL cholesterol, which is considered the 'bad' cholesterol."
8049,vendor,We need to choose a reliable vendor for our office supplies to ensure we don't run out of paper again.
8049,vendor,"The street fair had dozens of food vendors, each offering unique and delicious treats."
8049,vendor,Our company is a major vendor of software solutions for the healthcare industry.
8049,vendor,"Before signing the contract, the legal team needs to thoroughly vet the vendor and their compliance history."
8049,vendor,"The hot dog vendor on the corner always has a long line, so his product must be good!"
8050,outnumber,"In the small town, dogs vastly outnumber cats, making it a haven for dog lovers."
8050,outnumber,"The protesters, though passionate, were unfortunately outnumbered by the counter-protesters, making their voices harder to hear."
8050,outnumber,"During the summer months, tourists outnumber local residents, causing traffic congestion and long lines at popular attractions."
8050,outnumber,"Despite being the underdogs, our team managed to win because our determination and teamwork outnumber their individual talent."
8050,outnumber,"Female students now outnumber male students in many university programs, reflecting a significant shift in educational demographics."
8051,shopper,The store was packed with shoppers looking for last-minute Christmas gifts.
8051,shopper,"As a savvy shopper, she always compares prices before making a purchase."
8051,shopper,Our marketing team is trying to understand the modern shopper's behavior and preferences.
8051,shopper,He's a regular window shopper; he enjoys looking at things but rarely buys anything.
8051,shopper,"The mystery shopper gave the store a positive review, praising the helpful staff and clean environment."
8052,boulevard,"We took a leisurely stroll down the boulevard, enjoying the late afternoon sunshine and the vibrant atmosphere."
8052,boulevard,"The accident caused a major traffic jam on the boulevard, delaying commuters for over an hour."
8052,boulevard,"Many luxury boutiques and upscale restaurants line the Champs-Élysées, the most famous boulevard in Paris."
8052,boulevard,He dreamed of escaping his small-town life and making a name for himself on the grand boulevard of Hollywood.
8052,boulevard,The city council is proposing to widen the boulevard to accommodate the increasing volume of traffic.
8053,racist,His comments were widely condemned as racist and insensitive.
8053,racist,The company is facing accusations of racist hiring practices.
8053,racist,I refuse to tolerate racist jokes or prejudice of any kind.
8053,racist,"She didn't mean to be racist, but her words had a harmful impact."
8053,racist,The report detailed the systemic racist policies that have historically disadvantaged minority communities.
8054,perpetuate,The company's outdated policies only perpetuate inequality in the workplace.
8054,perpetuate,We must be careful not to perpetuate harmful stereotypes about different cultures.
8054,perpetuate,The constant media coverage of the scandal served to perpetuate public outrage.
8054,perpetuate,"By ignoring the problem, you're just perpetuating the cycle of neglect."
8054,perpetuate,Investing in education is crucial to breaking the cycle of poverty and preventing it from perpetuating itself through generations.
8055,supremacy,The company aimed for market supremacy by releasing innovative products and aggressive marketing campaigns.
8055,supremacy,The ongoing debate centers around whether individual rights should take precedence over the perceived supremacy of the state.
8055,supremacy,"Some believe in the inherent supremacy of one culture over others, a dangerous and divisive ideology."
8055,supremacy,"After years of training, the athlete finally achieved supremacy in the sport, dominating every competition."
8055,supremacy,"The political party's platform promoted the idea of national supremacy, emphasizing the importance of protecting the country's interests above all else."
8056,militant,"The animal rights group is known for its militant tactics, including disrupting fur coat fashion shows."
8056,militant,"After years of peaceful protesting, some members of the movement became more militant and advocated for direct action."
8056,militant,"The union leader warned against taking a militant stance in negotiations, suggesting a more collaborative approach would be more effective."
8056,militant,"Her militant defense of her beliefs often alienated those who disagreed with her, even when they were open to discussion."
8056,militant,"Despite facing significant opposition, the activist remained a militant advocate for environmental protection, never backing down from a challenge."
8057,pervade,"A feeling of unease seemed to pervade the abandoned house, making us reluctant to go inside."
8057,pervade,"The smell of freshly baked bread began to pervade the kitchen, signaling that breakfast was almost ready."
8057,pervade,"Despite their efforts to remain professional, a sense of excitement began to pervade the team as the deadline approached."
8057,pervade,"Corruption seemed to pervade every level of the government, making it difficult to trust anyone."
8057,pervade,The philosopher argued that a fundamental sense of interconnectedness pervades all of existence.
8058,enrollment,The university saw a significant drop in enrollment this year due to rising tuition costs.
8058,enrollment,"Online enrollment for the summer courses begins next Monday, so be sure to register early."
8058,enrollment,"After completing the trial period, you'll need to complete your enrollment to gain full access to the gym facilities."
8058,enrollment,"Despite the challenging economy, our preschool enrollment numbers have remained surprisingly consistent."
8058,enrollment,The sudden increase in enrollment forced the school board to consider building a new elementary school to accommodate all the students.
8059,preparatory,The students were given preparatory homework to complete before the first day of class.
8059,preparatory,She attended a preparatory school to improve her chances of getting into a good university.
8059,preparatory,"After the initial preparatory meetings, the real work on the project could begin."
8059,preparatory,The lawyer conducted a preparatory interview with the witness to ensure they were ready for the trial.
8059,preparatory,"We need to take some preparatory steps before we launch the new marketing campaign, such as finalizing the budget and securing all necessary approvals."
8060,plummet,"After the CEO's scandal was revealed, the company's stock price began to plummet rapidly."
8060,plummet,"If you drop a rock from a great height, it will plummet to the ground with increasing speed."
8060,plummet,The team's morale plummeted after their star player suffered a season-ending injury.
8060,plummet,"Sales figures plummeted during the economic recession, forcing the company to lay off employees."
8060,plummet,Her spirits plummeted when she received the rejection letter from her dream university.
8061,intrinsic,"Creativity is intrinsic to human nature, and we should encourage it in our schools and workplaces."
8061,intrinsic,"The intrinsic value of a diamond, beyond its aesthetic appeal, lies in its rarity and durability."
8061,intrinsic,"Even though the job was challenging, the intrinsic rewards of helping others made it worthwhile."
8061,intrinsic,"For many artists, the act of creation itself is an intrinsic motivation, far outweighing any desire for fame or fortune."
8061,intrinsic,"Honesty possesses an intrinsic worth, meaning it's valuable regardless of its consequences."
8062,kidney,The doctor ordered blood tests to check my kidney function after I complained of back pain.
8062,kidney,He's on dialysis because his kidneys failed due to complications from diabetes.
8062,kidney,My aunt is waiting for a kidney transplant; it's been a long and difficult process.
8062,kidney,"I'm so hungry I could eat a horse, and I've got room for a kidney pie too!"
8062,kidney,"She really put the pressure on him to finish the project; she was riding him like a rented mule, and even went for his kidney at one point."
8063,purify,"The water filter is designed to purify tap water, removing sediment and harmful chemicals."
8063,purify,"Meditation can help to purify the mind, clearing away negative thoughts and promoting inner peace."
8063,purify,"The ancient ritual was meant to purify the temple, cleansing it of any evil spirits."
8063,purify,"Before performing the experiment, he had to purify the sample to ensure accurate results."
8063,purify,"Sometimes, a good cry is all you need to purify your soul and release pent-up emotions."
8064,tumor,The doctor ordered an MRI to check for any signs of a tumor in her brain.
8064,tumor,"After the surgery, the biopsy confirmed that the tumor was benign and not cancerous."
8064,tumor,"He's been feeling fatigued and experiencing headaches, so his family is worried it could be a tumor."
8064,tumor,"The oncologist explained the different treatment options available to shrink the tumor, including chemotherapy and radiation."
8064,tumor,"Although the initial diagnosis was frightening, advancements in medical technology have greatly improved the prognosis for patients with this type of tumor."
8065,recur,"Unfortunately, the problem seems to recur every time we update the software."
8065,recur,"The theme of lost innocence tends to recur throughout her novels, giving them a sense of melancholy."
8065,recur,"If the symptoms recur, you should schedule another appointment with your doctor immediately."
8065,recur,We've planned a recurring weekly meeting to discuss project updates and address any emerging issues.
8065,recur,"Old habits die hard, and sometimes I find myself letting the same negative thought patterns recur despite my best efforts to avoid them."
8066,lethal,"The combination of those two chemicals is potentially lethal, so handle them with extreme caution."
8066,lethal,"That snake's venom is considered lethal to humans, even in small doses."
8066,lethal,The company's negligence in safety protocols created a lethal environment for its workers.
8066,lethal,"His sarcastic wit can be lethal in a debate, even though he doesn't raise his voice."
8066,lethal,"Too much sugar can be lethal to your diet, but a little bit can be nice."
8067,forefinger,"She pointed her forefinger accusingly at the broken vase, demanding to know who was responsible."
8067,forefinger,The nurse gently placed her forefinger on the baby's wrist to check his pulse.
8067,forefinger,He used his forefinger to swipe through the photos on his smartphone.
8067,forefinger,"Following the recipe, I carefully measured a pinch of salt between my forefinger and thumb."
8067,forefinger,"The artist dabbed a tiny amount of paint onto the canvas with the tip of his forefinger, adding a subtle highlight."
8068,redden,His face began to redden with embarrassment when he realized he had called her by the wrong name.
8068,redden,"The setting sun began to redden the clouds, painting the sky with vibrant hues of orange and crimson."
8068,redden,"After a day at the beach without sunscreen, her skin started to redden and feel sore."
8068,redden,"The chef explained that searing the meat would redden the outside, creating a delicious crust."
8068,redden,A wave of anger caused his knuckles to redden as he clenched his fists.
8069,inflammation,The doctor said my sore throat was caused by inflammation of the tonsils.
8069,inflammation,She's been taking ibuprofen to reduce the inflammation in her knee after the marathon.
8069,inflammation,"Chronic inflammation has been linked to a number of serious diseases, including heart disease and cancer."
8069,inflammation,"His skin condition was characterized by redness, itching, and inflammation."
8069,inflammation,"To prevent further inflammation, it's important to avoid irritating the affected area and follow a healthy diet."
8070,sliding,The kids were having fun sliding down the grassy hill on cardboard boxes.
8070,sliding,The company's profits have been sliding for the past quarter due to increased competition.
8070,sliding,He installed sliding doors in the kitchen to save space.
8070,sliding,My plans for the weekend are sliding into place; I just need to confirm a few details.
8070,sliding,"After the heavy rain, there was a risk of mud sliding down the mountain."
8071,depot,"The bus depot was surprisingly clean, considering how many people pass through it each day."
8071,depot,"During the war, the town's train depot served as a crucial point for troop deployment and supply distribution."
8071,depot,We need to drop off these supplies at the supply depot before heading back to base.
8071,depot,"The old depot has been converted into a charming antique shop, preserving some of its historical features."
8071,depot,I missed my train because I went to the wrong depot; there are two in the city!
8072,squeak,"I heard a mouse squeak behind the refrigerator last night, so I think we need to set some traps."
8072,squeak,"The old wooden door gave a loud squeak every time someone opened it, which was quite annoying."
8072,squeak,"He managed to squeak through the final exam with a passing grade, even though he hadn't studied much."
8072,squeak,"The brakes on my car started to squeak, so I need to get them checked out by a mechanic."
8072,squeak,"Despite the company's financial troubles, they managed to squeak out a small profit this quarter."
