number,word,synonym
11001,artifice,endeavor
11001,artifice,pursuit
11001,artifice,quest
11001,artifice,expedition
11001,artifice,adventure
11001,artifice,excursion
11001,artifice,trip
11001,artifice,journey
11001,artifice,voyage
11001,artifice,pilgrimage
11001,artifice,odyssey
11001,artifice,exploration
11001,artifice,investigation
11001,artifice,research
11001,artifice,study
11001,artifice,analysis
11001,artifice,examination
11001,artifice,scrutiny
11001,artifice,inspection
11001,artifice,survey
11001,artifice,review
11001,artifice,assessment
11001,artifice,evaluation
11001,artifice,appraisal
11001,artifice,judgment
11001,artifice,verdict
11001,artifice,decision
11001,artifice,determination
11001,artifice,conclusion
11001,artifice,resolution
11001,artifice,outcome
11001,artifice,result
11001,artifice,consequence
11001,artifice,effect
11001,artifice,impact
11001,artifice,influence
11001,artifice,power
11001,artifice,authority
11001,artifice,control
11001,artifice,domination
11001,artifice,supremacy
11001,artifice,reign
11001,artifice,rule
11001,artifice,government
11001,artifice,administration
11001,artifice,management
11001,artifice,direction
11001,artifice,guidance
11001,artifice,leadership
11001,artifice,command
11001,artifice,authority
11001,artifice,prestige
11001,artifice,status
11001,artifice,standing
11001,artifice,reputation
11001,artifice,image
11001,artifice,persona
11001,artifice,character
11001,artifice,identity
11001,artifice,personality
11001,artifice,self
11001,artifice,ego
11001,artifice,psyche
11001,artifice,mind
11001,artifice,soul
11001,artifice,spirit
11001,artifice,heart
11001,artifice,conscience
11001,artifice,morality
11001,artifice,ethics
11001,artifice,principles
11001,artifice,values
11001,artifice,beliefs
11001,artifice,convictions
11001,artifice,opinions
11001,artifice,views
11001,artifice,attitudes
11001,artifice,perspectives
11001,artifice,worldview
11001,artifice,philosophy
11001,artifice,ideology
11001,artifice,doctrine
11001,artifice,dogma
11001,artifice,creed
11001,artifice,tenet
11001,artifice,precept
11001,artifice,maxim
11001,artifice,axiom
11001,artifice,principle
11001,artifice,rule
11001,artifice,law
11001,artifice,regulation
11001,artifice,ordinance
11001,artifice,statute
11001,artifice,edict
11001,artifice,decree
11001,artifice,proclamation
11001,artifice,announcement
11001,artifice,declaration
11001,artifice,statement
11001,artifice,assertion
11001,artifice,claim
11001,artifice,contention
11001,artifice,argument
11001,artifice,thesis
11001,artifice,hypothesis
11001,artifice,theory
11001,artifice,model
11001,artifice,framework
11001,artifice,system
11001,artifice,structure
11001,artifice,organization
11001,artifice,arrangement
11001,artifice,composition
11001,artifice,formation
11001,artifice,construction
11001,artifice,creation
11001,artifice,production
11001,artifice,generation
11001,artifice,development
11001,artifice,evolution
11001,artifice,progress
11001,artifice,advancement
11001,artifice,improvement
11001,artifice,enhancement
11001,artifice,refinement
11001,artifice,perfection
11001,artifice,excellence
11001,artifice,superiority
11001,artifice,quality
11001,artifice,value
11001,artifice,worth
11001,artifice,merit
11001,artifice,virtue
11001,artifice,advantage
11001,artifice,benefit
11001,artifice,profit
11001,artifice,gain
11001,artifice,yield
11001,artifice,return
11001,artifice,reward
11001,artifice,prize
11001,artifice,trophy
11001,artifice,accolade
11001,artifice,honor
11001,artifice,distinction
11001,artifice,recognition
11001,artifice,fame
11001,artifice,glory
11001,artifice,renown
11001,artifice,repute
11001,artifice,celebrity
11001,artifice,notoriety
11001,artifice,infamy
11001,artifice,scandal
11001,artifice,disgrace
11001,artifice,shame
11001,artifice,humiliation
11001,artifice,degradation
11001,artifice,abasement
11001,artifice,mortification
11001,artifice,chagrin
11001,artifice,disappointment
11001,artifice,frustration
11001,artifice,failure
11001,artifice,defeat
11001,artifice,loss
11001,artifice,misfortune
11001,artifice,adversity
11001,artifice,calamity
11001,artifice,disaster
11001,artifice,catastrophe
11001,artifice,tragedy
11001,artifice,suffering
11001,artifice,pain
11001,artifice,agony
11001,artifice,anguish
11001,artifice,distress
11001,artifice,sorrow
11001,artifice,grief
11001,artifice,woe
11001,artifice,misery
11001,artifice,despair
11001,artifice,hopelessness
11001,artifice,despondency
11001,artifice,melancholy
11001,artifice,sadness
11001,artifice,unhappiness
11001,artifice,discontent
11001,artifice,dissatisfaction
11001,artifice,resentment
11001,artifice,bitterness
11001,artifice,anger
11001,artifice,rage
11001,artifice,fury
11001,artifice,wrath
11001,artifice,ire
11001,artifice,indignation
11001,artifice,exasperation
11001,artifice,irritation
11001,artifice,annoyance
11001,artifice,vexation
11001,artifice,bother
11001,artifice,nuisance
11001,artifice,trouble
11001,artifice,inconvenience
11001,artifice,difficulty
11001,artifice,hardship
11001,artifice,ordeal
11001,artifice,trial
11001,artifice,tribulation
11001,artifice,affliction
11001,artifice,torment
11001,artifice,torture
11001,artifice,persecution
11001,artifice,oppression
11001,artifice,tyranny
11001,artifice,dictatorship
11001,artifice,authoritarianism
11001,artifice,totalitarianism
11001,artifice,fascism
11001,artifice,communism
11001,artifice,socialism
11001,artifice,capitalism
11001,artifice,democracy
11001,artifice,republic
11001,artifice,monarchy
11001,artifice,aristocracy
11001,artifice,oligarchy
11001,artifice,theocracy
11001,artifice,plutocracy
11001,artifice,kleptocracy
11001,artifice,autocracy
11001,artifice,despotism
11001,artifice,tyranny
11001,artifice,oppression
11001,artifice,persecution
11001,artifice,exploitation
11001,artifice,abuse
11001,artifice,neglect
11001,artifice,abandonment
11001,artifice,rejection
11001,artifice,ostracism
11001,artifice,exclusion
11001,artifice,discrimination
11001,artifice,prejudice
11001,artifice,bias
11001,artifice,bigotry
11001,artifice,intolerance
11001,artifice,fanaticism
11001,artifice,zealotry
11001,artifice,extremism
11001,artifice,terrorism
11001,artifice,violence
11001,artifice,war
11001,artifice,conflict
11001,artifice,strife
11001,artifice,discord
11001,artifice,disharmony
11001,artifice,animosity
11001,artifice,enmity
11001,artifice,hostility
11001,artifice,antipathy
11001,artifice,aversion
11001,artifice,repulsion
11001,artifice,disgust
11001,artifice,contempt
11001,artifice,scorn
11001,artifice,derision
11001,artifice,ridicule
11001,artifice,mockery
11001,artifice,satire
11001,artifice,irony
11001,artifice,sarcasm
11001,artifice,cynicism
11001,artifice,skepticism
11001,artifice,doubt
11001,artifice,uncertainty
11001,artifice,ambiguity
11001,artifice,equivocation
11001,artifice,vagueness
11001,artifice,obscurity
11001,artifice,complexity
11001,artifice,intricacy
11001,artifice,sophistication
11001,artifice,refinement
11001,artifice,elegance
11001,artifice,grace
11001,artifice,beauty
11001,artifice,artistry
11001,artifice,skill
11001,artifice,talent
11001,artifice,genius
11001,artifice,inspiration
11001,artifice,creativity
11001,artifice,imagination
11001,artifice,innovation
11001,artifice,invention
11001,artifice,discovery
11001,artifice,knowledge
11001,artifice,wisdom
11001,artifice,understanding
11001,artifice,comprehension
11001,artifice,insight
11001,artifice,intuition
11001,artifice,feeling
11001,artifice,emotion
11001,artifice,passion
11001,artifice,sentiment
11001,artifice,mood
11001,artifice,temperament
11001,artifice,character
11001,artifice,personality
11001,artifice,self
11001,artifice,ego
11001,artifice,psyche
11001,artifice,mind
11001,artifice,soul
11001,artifice,spirit
11001,artifice,heart
11001,artifice,conscience
11001,artifice,morality
11001,artifice,ethics
11001,artifice,principles
11001,artifice,values
11001,artifice,beliefs
11001,artifice,convictions
11001,artifice,opinions
11001,artifice,views
11001,artifice,attitudes
11001,artifice,perspectives
11001,artifice,worldview
11001,artifice,philosophy
11001,artifice,ideology
11001,artifice,doctrine
11001,artifice,dogma
11001,artifice,creed
11001,artifice,tenet
11001,artifice,precept
11001,artifice,maxim
11001,artifice,axiom
11001,artifice,principle
11001,artifice,rule
11001,artifice,law
11001,artifice,regulation
11001,artifice,ordinance
11001,artifice,statute
11001,artifice,edict
11001,artifice,decree
11001,artifice,proclamation
11001,artifice,announcement
11001,artifice,declaration
11001,artifice,statement
11001,artifice,assertion
11001,artifice,claim
11001,artifice,contention
11001,artifice,argument
11001,artifice,thesis
11001,artifice,hypothesis
11001,artifice,theory
11001,artifice,model
11001,artifice,framework
11001,artifice,system
11001,artifice,structure
11001,artifice,organization
11001,artifice,arrangement
11001,artifice,composition
11001,artifice,formation
11001,artifice,construction
11001,artifice,creation
11001,artifice,production
11001,artifice,generation
11001,artifice,development
11001,artifice,evolution
11001,artifice,progress
11001,artifice,advancement
11001,artifice,improvement
11001,artifice,enhancement
11001,artifice,refinement
11001,artifice,perfection
11001,artifice,excellence
11001,artifice,superiority
11001,artifice,quality
11001,artifice,value
11001,artifice,worth
11001,artifice,merit
11001,artifice,virtue
11001,artifice,advantage
11001,artifice,benefit
11001,artifice,profit
11001,artifice,gain
11001,artifice,yield
11001,artifice,return
11001,artifice,reward
11001,artifice,prize
11001,artifice,trophy
11001,artifice,accolade
11001,artifice,honor
11001,artifice,distinction
11001,artifice,recognition
11001,artifice,fame
11001,artifice,glory
11001,artifice,renown
11001,artifice,repute
11001,artifice,celebrity
11001,artifice,notoriety
11001,artifice,infamy
11001,artifice,scandal
11001,artifice,disgrace
11001,artifice,shame
11001,artifice,humiliation
11001,artifice,degradation
11001,artifice,abasement
11001,artifice,mortification
11001,artifice,chagrin
11001,artifice,disappointment
11001,artifice,frustration
11001,artifice,failure
11001,artifice,defeat
11001,artifice,loss
11001,artifice,misfortune
11001,artifice,adversity
11001,artifice,calamity
11001,artifice,disaster
11001,artifice,catastrophe
11001,artifice,tragedy
11001,artifice,suffering
11001,artifice,pain
11001,artifice,agony
11001,artifice,anguish
11001,artifice,distress
11001,artifice,sorrow
11001,artifice,grief
11001,artifice,woe
11001,artifice,misery
11001,artifice,despair
11001,artifice,hopelessness
11001,artifice,despondency
11001,artifice,melancholy
11001,artifice,sadness
11001,artifice,unhappiness
11001,artifice,discontent
11001,artifice,dissatisfaction
11001,artifice,resentment
11001,artifice,bitterness
11001,artifice,anger
11001,artifice,rage
11001,artifice,fury
11001,artifice,wrath
11001,artifice,ire
11001,artifice,indignation
11001,artifice,exasperation
11001,artifice,irritation
11001,artifice,annoyance
11001,artifice,vexation
11001,artifice,bother
11001,artifice,nuisance
11001,artifice,trouble
11001,artifice,inconvenience
11001,artifice,difficulty
11001,artifice,hardship
11001,artifice,ordeal
11001,artifice,trial
11001,artifice,tribulation
11001,artifice,affliction
11001,artifice,torment
11001,artifice,torture
11001,artifice,persecution
11001,artifice,oppression
11001,artifice,tyranny
11001,artifice,dictatorship
11001,artifice,authoritarianism
11001,artifice,totalitarianism
11001,artifice,fascism
11001,artifice,communism
11001,artifice,socialism
11001,artifice,capitalism
11001,artifice,democracy
11001,artifice,republic
11001,artifice,monarchy
11001,artifice,aristocracy
11001,artifice,oligarchy
11001,artifice,theocracy
11001,artifice,plutocracy
11001,artifice,kleptocracy
11001,artifice,autocracy
11001,artifice,despotism
11001,artifice,tyranny
11001,artifice,oppression
11001,artifice,persecution
11001,artifice,exploitation
11001,artifice,abuse
11001,artifice,neglect
11001,artifice,abandonment
11001,artifice,rejection
11001,artifice,ostracism
11001,artifice,exclusion
11001,artifice,discrimination
11001,artifice,prejudice
11001,artifice,bias
11001,artifice,bigotry
11001,artifice,intolerance
11001,artifice,fanaticism
11001,artifice,zealotry
11001,artifice,extremism
11001,artifice,terrorism
11001,artifice,violence
11001,artifice,war
11001,artifice,conflict
11001,artifice,strife
11001,artifice,discord
11001,artifice,disharmony
11001,artifice,animosity
11001,artifice,enmity
11001,artifice,hostility
11001,artifice,antipathy
11001,artifice,aversion
11001,artifice,repulsion
11001,artifice,disgust
11001,artifice,contempt
11001,artifice,scorn
11001,artifice,derision
11001,artifice,ridicule
11001,artifice,mockery
11001,artifice,satire
11001,artifice,irony
11001,artifice,sarcasm
11001,artifice,cynicism
11001,artifice,skepticism
11001,artifice,doubt
11001,artifice,uncertainty
11001,artifice,ambiguity
11001,artifice,equivocation
11001,artifice,vagueness
11001,artifice,obscurity
11001,artifice,complexity
11001,artifice,intricacy
11001,artifice,sophistication
11001,artifice,refinement
11001,artifice,elegance
11001,artifice,grace
11001,artifice,beauty
11001,artifice,artistry
11001,artifice,skill
11001,artifice,talent
11001,artifice,genius
11001,artifice,inspiration
11001,artifice,creativity
11001,artifice,imagination
11001,artifice,innovation
11001,artifice,invention
11001,artifice,discovery
11001,artifice,knowledge
11001,artifice,wisdom
11001,artifice,understanding
11001,artifice,comprehension
11001,artifice,insight
11001,artifice,intuition
11001,artifice,feeling
11001,artifice,emotion
11001,artifice,passion
11001,artifice,sentiment
11001,artifice,mood
11001,artifice,temperament
11001,artifice,character
11001,artifice,personality
11001,artifice,self
11001,artifice,ego
11001,artifice,psyche
11001,artifice,mind
11001,artifice,soul
11001,artifice,spirit
11001,artifice,heart
11001,artifice,conscience
11001,artifice,morality
11001,artifice,ethics
11001,artifice,principles
11001,artifice,values
11001,artifice,beliefs
11001,artifice,convictions
11001,artifice,opinions
11001,artifice,views
11001,artifice,attitudes
11001,artifice,perspectives
11001,artifice,worldview
11001,artifice,philosophy
11001,artifice,ideology
11001,artifice,doctrine
11001,artifice,dogma
11001,artifice,creed
11001,artifice,tenet
11001,artifice,precept
11001,artifice,maxim
11001,artifice,axiom
11001,artifice,principle
11001,artifice,rule
11001,artifice,law
11001,artifice,regulation
11001,artifice,ordinance
11001,artifice,statute
11001,artifice,edict
11001,artifice,decree
11001,artifice,proclamation
11001,artifice,announcement
11001,artifice,declaration
11001,artifice,statement
11001,artifice,assertion
11001,artifice,claim
11001,artifice,contention
11001,artifice,argument
11001,artifice,thesis
11001,artifice,hypothesis
11001,artifice,theory
11001,artifice,model
11001,artifice,framework
11001,artifice,system
11001,artifice,structure
11001,artifice,organization
11001,artifice,arrangement
11001,artifice,composition
11001,artifice,formation
11001,artifice,construction
11001,artifice,creation
11001,artifice,production
11001,artifice,generation
11001,artifice,development
11001,artifice,evolution
11001,artifice,progress
11001,artifice,advancement
11001,artifice,improvement
11001,artifice,enhancement
11001,artifice,refinement
11001,artifice,perfection
11001,artifice,excellence
11001,artifice,superiority
11001,artifice,quality
11001,artifice,value
11001,artifice,worth
11001,artifice,merit
11001,artifice,virtue
11001,artifice,advantage
11001,artifice,benefit
11001,artifice,profit
11001,artifice,gain
11001,artifice,yield
11001,artifice,return
11001,artifice,reward
11001,artifice,prize
11001,artifice,trophy
11001,artifice,accolade
11001,artifice,honor
11001,artifice,distinction
11001,artifice,recognition
11001,artifice,fame
11001,artifice,glory
11001,artifice,renown
11001,artifice,repute
11001,artifice,celebrity
11001,artifice,notoriety
11001,artifice,infamy
11001,artifice,scandal
11001,artifice,disgrace
11001,artifice,shame
11001,artifice,humiliation
11001,artifice,degradation
11001,artifice,abasement
11001,artifice,mortification
11001,artifice,chagrin
11001,artifice,disappointment
11001,artifice,frustration
11001,artifice,failure
11001,artifice,defeat
11001,artifice,loss
11001,artifice,misfortune
11001,artifice,adversity
11001,artifice,calamity
11001,artifice,disaster
11001,artifice,catastrophe
11001,artifice,tragedy
11001,artifice,suffering
11001,artifice,pain
11001,artifice,agony
11001,artifice,anguish
11001,artifice,distress
11001,artifice,sorrow
11001,artifice,grief
11001,artifice,woe
11001,artifice,misery
11001,artifice,despair
11001,artifice,hopelessness
11001,artifice,despondency
11001,artifice,melancholy
11001,artifice,sadness
11001,artifice,unhappiness
11001,artifice,discontent
11001,artifice,dissatisfaction
11001,artifice,resentment
11001,artifice,bitterness
11001,artifice,anger
11001,artifice,rage
11001,artifice,fury
11001,artifice,wrath
11001,artifice,ire
11001,artifice,indignation
11001,artifice,exasperation
11001,artifice,irritation
11001,artifice,annoyance
11001,artifice,vexation
11001,artifice,bother
11001,artifice,nuisance
11001,artifice,trouble
11001,artifice,inconvenience
11001,artifice,difficulty
11001,artifice,hardship
11001,artifice,ordeal
11001,artifice,trial
11001,artifice,tribulation
11001,artifice,affliction
11001,artifice,torment
11001,artifice,torture
11001,artifice,persecution
11001,artifice,oppression
11001,artifice,tyranny
11001,artifice,dictatorship
11001,artifice,authoritarianism
11001,artifice,totalitarianism
11001,artifice,fascism
11001,artifice,communism
11001,artifice,socialism
11001,artifice,capitalism
11001,artifice,democracy
11001,artifice,republic
11001,artifice,monarchy
11001,artifice,aristocracy
11001,artifice,oligarchy
11001,artifice,theocracy
11001,artifice,plutocracy
11001,artifice,kleptocracy
11001,artifice,autocracy
11001,artifice,despotism
11001,artifice,tyranny
11001,artifice,oppression
11001,artifice,persecution
11001,artifice,exploitation
11001,artifice,abuse
11001,artifice,neglect
11001,artifice,abandonment
11001,artifice,rejection
11001,artifice,ostracism
11001,artifice,exclusion
11001,artifice,discrimination
11001,artifice,prejudice
11001,artifice,bias
11001,artifice,bigotry
11001,artifice,intolerance
11001,artifice,fanaticism
11001,artifice,zealotry
11001,artifice,extremism
11001,artifice,terrorism
11001,artifice,violence
11001,artifice,war
11001,artifice,conflict
11001,artifice,strife
11001,artifice,discord
11001,artifice,disharmony
11001,artifice,animosity
11001,artifice,enmity
11001,artifice,hostility
11001,artifice,antipathy
11001,artifice,aversion
11001,artifice,repulsion
11001,artifice,disgust
11001,artifice,contempt
11001,artifice,scorn
11001,artifice,derision
11001,artifice,ridicule
11001,artifice,mockery
11001,artifice,satire
11001,artifice,irony
11001,artifice,sarcasm
11001,artifice,cynicism
11001,artifice,skepticism
11001,artifice,doubt
11001,artifice,uncertainty
11001,artifice,ambiguity
11001,artifice,equivocation
11001,artifice,vagueness
11001,artifice,obscurity
11001,artifice,complexity
11001,artifice,intricacy
11001,artifice,sophistication
11001,artifice,refinement
11001,artifice,elegance
11001,artifice,grace
11001,artifice,beauty
11001,artifice,artistry
11001,artifice,skill
11001,artifice,talent
11001,artifice,genius
11001,artifice,inspiration
11001,artifice,creativity
11001,artifice,imagination
11001,artifice,innovation
11001,artifice,invention
11001,artifice,discovery
11001,artifice,knowledge
11001,artifice,wisdom
11001,artifice,understanding
11001,artifice,comprehension
11001,artifice,insight
11001,artifice,intuition
11001,artifice,feeling
11001,artifice,emotion
11001,artifice,passion
11001,artifice,sentiment
11001,artifice,mood
11001,artifice,temperament
11001,artifice,character
11001,artifice,personality
11001,artifice,self
11001,artifice,ego
11001,artifice,psyche
11001,artifice,mind
11001,artifice,soul
11001,artifice,spirit
11001,artifice,heart
11001,artifice,conscience
11001,artifice,morality
11001,artifice,ethics
11001,artifice,principles
11001,artifice,values
11001,artifice,beliefs
11001,artifice,convictions
11001,artifice,opinions
11001,artifice,views
11001,artifice,attitudes
11001,artifice,perspectives
11001,artifice,worldview
11001,artifice,philosophy
11001,artifice,ideology
11001,artifice,doctrine
11001,artifice,dogma
11001,artifice,creed
11001,artifice,tenet
11001,artifice,precept
11001,artifice,maxim
11001,artifice,axiom
11001,artifice,principle
11001,artifice,rule
11001,artifice,law
11001,artifice,regulation
11001,artifice,ordinance
11001,artifice,statute
11001,artifice,edict
11001,artifice,decree
11001,artifice,proclamation
11001,artifice,announcement
11001,artifice,declaration
11001,artifice,statement
11001,artifice,assertion
11001,artifice,claim
11001,artifice,contention
11001,artifice,argument
11001,artifice,thesis
11001,artifice,hypothesis
11001,artifice,theory
11001,artifice,model
11001,artifice,framework
11001,artifice,system
11001,artifice,structure
11001,artifice,organization
11001,artifice,arrangement
11001,artifice,composition
11001,artifice,formation
11001,artifice,construction
11001,artifice,creation
11001,artifice,production
11001,artifice,generation
11001,artifice,development
11001,artifice,evolution
11001,artifice,progress
11001,artifice,advancement
11001,artifice,improvement
11001,artifice,enhancement
11001,artifice,refinement
11001,artifice,perfection
11001,artifice,excellence
11001,artifice,superiority
11001,artifice,quality
11001,artifice,value
11001,artifice,worth
11001,artifice,merit
11001,artifice,virtue
11001,artifice,advantage
11001,artifice,benefit
11001,artifice,profit
11001,artifice,gain
11001,artifice,yield
11001,artifice,return
11001,artifice,reward
11001,artifice,prize
11001,artifice,trophy
11001,artifice,accolade
11001,artifice,honor
11001,artifice,distinction
11001,artifice,recognition
11001,artifice,fame
11001,artifice,glory
11001,artifice,renown
11001,artifice,repute
11001,artifice,celebrity
11001,artifice,notoriety
11001,artifice,infamy
11001,artifice,scandal
11001,artifice,disgrace
11001,artifice,shame
11001,artifice,humiliation
11001,artifice,degradation
11001,artifice,abasement
11001,artifice,mortification
11001,artifice,chagrin
11001,artifice,disappointment
11001,artifice,frustration
11001,artifice,failure
11001,artifice,defeat
11001,artifice,loss
11001,artifice,misfortune
11001,artifice,adversity
11001,artifice,calamity
11001,artifice,disaster
11001,artifice,catastrophe
11001,artifice,tragedy
11001,artifice,suffering
11001,artifice,pain
11001,artifice,agony
11001,artifice,anguish
11001,artifice,distress
11001,artifice,sorrow
11001,artifice,grief
11001,artifice,woe
11001,artifice,misery
11001,artifice,despair
11001,artifice,hopelessness
11001,artifice,despondency
11001,artifice,melancholy
11001,artifice,sadness
11001,artifice,unhappiness
11001,artifice,discontent
11001,artifice,dissatisfaction
11001,artifice,resentment
11001,artifice,bitterness
11001,artifice,anger
11001,artifice,rage
11001,artifice,fury
11001,artifice,wrath
11001,artifice,ire
11001,artifice,indignation
11001,artifice,exasperation
11001,artifice,irritation
11001,artifice,annoyance
11001,artifice,vexation
11001,artifice,bother
11001,artifice,nuisance
11001,artifice,trouble
11001,artifice,inconvenience
11001,artifice,difficulty
11001,artifice,hardship
11001,artifice,ordeal
11001,artifice,trial
11001,artifice,tribulation
11001,artifice,affliction
11001,artifice,torment
11001,artifice,torture
11001,artifice,persecution
11001,artifice,oppression
11001,artifice,tyranny
11001,artifice,dictatorship
11001,artifice,authoritarianism
11001,artifice,totalitarianism
11001,artifice,fascism
11001,artifice,communism
11001,artifice,socialism
11001,artifice,capitalism
11001,artifice,democracy
11001,artifice,republic
11001,artifice,monarchy
11001,artifice,aristocracy
11001,artifice,oligarchy
11001,artifice,theocracy
11001,artifice,plutocracy
11001,artifice,kleptocracy
11001,artifice,autocracy
11001,artifice,despotism
11001,artifice,tyranny
11001,artifice,oppression
11001,artifice,persecution
11001,artifice,exploitation
11001,artifice,abuse
11001,artifice,neglect
11001,artifice,abandonment
11001,artifice,rejection
11001,artifice,ostracism
11001,artifice,exclusion
11001,artifice,discrimination
11001,artifice,prejudice
11001,artifice,bias
11001,artifice,bigotry
11001,artifice,intolerance
11001,artifice,fanaticism
11001,artifice,zealotry
11001,artifice,extremism
11001,artifice,terrorism
11001,artifice,violence
11001,artifice,war
11001,artifice,conflict
11001,artifice,strife
11001,artifice,discord
11001,artifice,disharmony
11001,artifice,animosity
11001,artifice,enmity
11001,artifice,hostility
11001,artifice,antipathy
11001,artifice,aversion
11001,artifice,repulsion
11001,artifice,disgust
11001,artifice,contempt
11001,artifice,scorn
11001,artifice,derision
11001,artifice,ridicule
11001,artifice,mockery
11001,artifice,satire
11001,artifice,irony
11001,artifice,sarcasm
11001,artifice,cynicism
11001,artifice,skepticism
11001,artifice,doubt
11001,artifice,uncertainty
11001,artifice,ambiguity
11001,artifice,equivocation
11001,artifice,vagueness
11001,artifice,obscurity
11001,artifice,complexity
11001,artifice,intricacy
11001,artifice,sophistication
11001,artifice,refinement
11001,artifice,elegance
11001,artifice,grace
11001,artifice,beauty
11001,artifice,artistry
11001,artifice,skill
11001,artifice,talent
11001,artifice,genius
11001,artifice,inspiration
11001,artifice,creativity
