number,word,synonym
10023,sliver,streak
10023,sliver,iota
10023,sliver,morsel
10023,sliver,crumb
10023,sliver,scrap
10023,sliver,smidgen
10023,sliver,vestige
10023,sliver,trace
10023,sliver,attenuated piece
10023,sliver,lancet
10023,sliver,spicule
10023,sliver,exfoliation
10023,sliver,lamella
10024,incendiary,inflammatory
10024,incendiary,provocative
10024,incendiary,agitating
10024,incendiary,seditious
10024,incendiary,rabble-rousing
10024,incendiary,fiery
10024,incendiary,combustible
10024,incendiary,flammable
10024,incendiary,burning
10024,incendiary,inciting
10024,incendiary,instigating
10024,incendiary,explosive
10024,incendiary,tendentious
10024,incendiary,controversial
10024,incendiary,divisive
10024,incendiary,detonative
10024,incendiary,pyrotechnic
10024,incendiary,flagrant
10024,incendiary,malignant
10024,incendiary,virulent
10024,incendiary,pernicious
10024,incendiary,caustic
10024,incendiary,acerbic
10024,incendiary,acrimonious
10024,incendiary,vitriolic
10024,incendiary,trenchant
10024,incendiary,scathing
10024,incendiary,provoking
10024,incendiary,exciting
10024,incendiary,arsonous
10024,incendiary,fire-raising
10024,incendiary,tending to inflame
10024,incendiary,designed to cause fires
10024,incendiary,likely to cause violence
10024,incendiary,liable to excite passion or anger
10024,incendiary,tending to create discord
10024,incendiary,sowing dissension
10024,incendiary,setting ablaze
10024,incendiary,fueling conflict
10024,incendiary,fomenting unrest
10024,incendiary,propagandistic
10024,incendiary,demagogic
10024,incendiary,polemical
10024,incendiary,tendentious
10025,crackle,snap
10025,crackle,pop
10025,crackle,frizzle
10025,crackle,sizzle
10025,crackle,rustle
10025,crackle,crepitate
10025,crackle,decrepitate
10025,crackle,splutter
